lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,07052023_ELOVL1_5Xdilution_HEPG2-01,07052023_ELOVL1_5Xdilution_HEPG2-02,07052023_ELOVL1_5Xdilution_HEPG2-03,07052023_ELOVL1_5Xdilution_HEK293-01,07052023_ELOVL1_5Xdilution_HEK293-02,07052023_ELOVL1_5Xdilution_HEK293-03,07052023_ELOVL1_5Xdilution_Blank-01
FA(26:0),0.09963856562878264,9.404663782162386,0.35540625487425714,0.5510686194963531,0.9569603822860729,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,8256.100632,12427.78078,14285.20096,9583.620667,11247.66078,13203.32093,5658.820435
FA(26:3),0.07788927031478614,8.897900492537532,0.21680876729794818,0.6414823100990215,0.9569603822860729,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,6092.8004,9659.900719,8791.5606,7089.160522,7989.620552,9449.960655,3589.280277
FA(26:6),0.09782323293972094,8.767441443892729,0.3416785774330684,0.558861914035621,0.9569603822860729,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,5684.800411,8257.460579,7789.100464,5689.020382,7696.180527,8233.400555,3932.140251
FA(27:2),0.09046091152001348,8.9281456372578,0.29242342009379024,0.5886717147875795,0.9569603822860729,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,6150.840443,8424.140587,10140.72068,7368.84053,7991.780579,8817.52063,4250.640263
FA(28:5),-0.05489575318427746,8.986752992502778,0.10773049864399553,0.7427428734512161,0.9569603822860729,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,5943.960388,9046.980698,9730.460732,8364.840611,8869.560558,9397.200653,4229.600285
FA(29:1),-0.052230088270486995,9.926660034573388,0.09781796957744154,0.754464037241259,0.9569603822860729,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,11147.48087,18019.62115,20986.9016,16152.12112,16960.34113,20495.62144,6129.800438
FA(29:2),0.0740591593499874,9.33670498243037,0.1963504904935789,0.6576828928885466,0.9569603822860729,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,8273.300625,11976.34085,13779.26102,9903.720734,10463.12079,13457.78084,4415.180332
FA(29:3),0.05960482626190471,9.325182386678883,0.12716652086409397,0.7213881691200474,0.9569603822860729,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,7961.160603,11852.56084,12668.10088,9452.160667,10734.80082,12471.58093,5307.300369
FA(30:2),0.06868658864335671,9.62759942422019,0.16903732193763688,0.6809687909936484,0.9569603822860729,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,9495.660728,14239.70107,17991.48131,11677.70084,13427.68099,16089.6013,5662.980434
FA(30:3),-0.04823381091750076,9.854277074422246,0.08341046221767101,0.7727277779967068,0.9569603822860729,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,10285.08078,17656.72121,19790.86128,14002.82101,16452.30126,20664.40142,5974.480423
FA(30:4),0.06067471289845928,9.518967497265741,0.13186538970089146,0.7165057256036822,0.9569603822860729,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,9954.500732,13185.22101,15006.40105,11443.76085,12194.34085,14924.44105,4936.740372
FA(30:5),-0.048478960874126405,8.847768823960447,0.08398512334019159,0.7719678178598893,0.9569603822860729,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,5638.720375,8057.000481,9539.920708,7346.8405,8846.640713,8757.060665,3173.680229
FA(31:0),0.07288319191741961,9.115870653782466,0.19001248721821185,0.6629062247177936,0.9569603822860729,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,6571.180496,9584.760742,12927.76091,7976.760498,9795.120705,10741.62074,4243.860313
FA(32:0),-0.06401412260443869,9.211264189271908,0.14663407516497529,0.701772934922301,0.9569603822860729,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,6710.540482,9951.400734,12886.42091,8617.700581,10525.54069,12938.3409,4565.180313
FA(32:4),-0.05434685762689793,9.300127778374979,0.1057363964727891,0.7450514029170333,0.9569603822860729,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,6622.000435,11775.68079,14173.02098,9997.320717,11227.44077,13332.96103,4205.400303
FA(32:6),0.09644595616045028,8.972254652411687,0.33244834703707227,0.5642209567476797,0.9569603822860729,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,6705.640472,8815.420589,9822.980652,7588.500629,8233.100574,9132.700668,4315.640335
FA(34:0),0.10142429360663313,8.95500436564241,0.3677223457914635,0.5442484098972546,0.9569603822860729,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,6452.780479,8760.860565,11215.16077,7781.160576,8066.720623,9764.200691,3381.980247
FA(35:0),0.10906110197197953,9.113711794746152,0.42542815459285066,0.5142408528313633,0.9569603822860729,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,6723.480476,10631.40076,12055.32092,7287.000492,9557.840691,11691.58086,4055.560299
FA(36:0),-0.1030348075935271,8.716844346689724,0.37903656139196507,0.5381193038706422,0.9569603822860729,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,4547.360325,7093.560448,8851.94059,6060.560371,7284.400513,9530.22068,3457.080219
FA(38:5),-0.07255122640048492,8.447543415980157,0.18766774799640018,0.6648648608098467,0.9569603822860729,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,3649.480244,5840.220409,7604.140614,5002.540398,5886.440407,7663.200546,3051.800213
FA(38:6),-0.05192514639209967,8.479037481289318,0.09615968118390583,0.7564877676513703,0.9569603822860729,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,4085.000286,5951.700455,7646.020561,5028.28035,6198.960445,7897.980583,2876.860207
FA(42:6),-0.0719866725617497,8.164092346137737,0.18438675575538177,0.6676301240067879,0.9569603822860729,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,3623.000267,4664.420319,5415.360359,4355.18029,4866.92033,6024.760445,2434.860184
FA(46:0),-0.05432070480358285,7.720884079188024,0.10456993943680004,0.7464129595345508,0.9569603822860729,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,2689.560211,3251.960232,4015.880272,3291.080269,3345.280258,4292.460323,1957.000141
FA(7:3),-0.08701811871603311,10.316475731432428,0.27171184067833565,0.6021857599911535,0.9569603822860729,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,12822.98089,24818.4416,30635.56226,15780.40111,28073.80211,30722.72244,6144.880455
LPC(18:4),-0.07796096501982366,7.5491634057869375,0.2147906546271373,0.6430381722283439,0.9569603822860729,3,3,Cell Line_ HEP,Cell Line_ HEK,PC,2165.460155,2811.980202,3338.740246,2502.940182,3270.520233,3490.940216,2214.06015
LPC(19:3),-0.08658465797251798,7.4924766367400135,0.2647849349474073,0.6068517335291334,0.9569603822860729,3,3,Cell Line_ HEP,Cell Line_ HEK,PC,2092.660152,2556.340187,3427.020229,2675.500198,2927.660206,3372.880268,2056.740143
LPC(20:3),0.050317710943860505,7.8626240031465136,0.08984924186700027,0.764368900894787,0.9569603822860729,3,3,Cell Line_ HEP,Cell Line_ HEK,PC,3163.880249,3523.200245,4709.820301,3533.20026,3971.840279,4079.700294,2134.120144
LPC(20:5),0.08548791156305957,7.702724857696083,0.2585761423630615,0.611100055719171,0.9569603822860729,3,3,Cell Line_ HEP,Cell Line_ HEK,PC,2405.680172,3319.360245,3775.180275,2789.580189,3486.020264,3045.640221,2751.760201
LPC(8:0),0.09191554497760875,7.203988375193444,0.2969604676835278,0.5857942390637593,0.9569603822860729,3,3,Cell Line_ HEP,Cell Line_ HEK,PC,1768.640129,2389.580173,2564.04018,1975.62014,2292.580173,2370.220177,1924.160137
LPC(O-10:1),-0.05002000652664847,7.290577912630231,0.0880189939338436,0.7667108642526446,0.9569603822860729,3,3,Cell Line_ HEP,Cell Line_ HEK,PC,1806.260124,2236.780148,2585.340183,2275.460159,2292.92017,2667.380184,2189.900139
PC(12:0)|LPC(13:0)|LPC(O-14:0),-0.0546879177623903,7.414090462231041,0.10539975817556879,0.7454434909729953,0.9569603822860729,3,3,Cell Line_ HEP,Cell Line_ HEK,PC,1797.520119,2482.980164,2935.580204,2217.760151,2580.820183,3065.840225,2466.760174
PC(16:0)|PC(O-17:0)|LPC(O-18:0),-0.08513604957002963,7.613621551274132,0.2563046629653769,0.6126703436872337,0.9569603822860729,3,3,Cell Line_ HEP,Cell Line_ HEK,PC,2352.980171,2769.62022,3512.680244,2792.700226,3565.840225,3276.180248,2314.320168
PC(21:0)|LPC(22:0)|PC(O-22:0),-0.09579971620746171,7.8472153280532355,0.32548353759972315,0.5683307258783395,0.9569603822860729,3,3,Cell Line_ HEP,Cell Line_ HEK,PC,3076.320198,3636.920261,3691.360271,3922.560242,3786.960289,4133.900318,2249.140167
FA(14:4),-0.03723359070280262,8.591118756055776,0.04947138635577275,0.823985666684029,0.9624663321436601,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,4133.560295,7160.860497,7721.920578,5126.400368,7399.780483,7731.300545,3332.660213
FA(15:3),0.04220951519311452,8.152547340021192,0.06338789693207048,0.8012192092574025,0.9624663321436601,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,3563.700264,4735.14035,5737.380447,3957.640289,4543.440323,5883.00042,2605.340183
FA(18:6),-0.04221155589740593,11.291686678777978,0.06400762607501065,0.8002703114396406,0.9624663321436601,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,28782.94196,44260.24292,55080.90369,37036.68243,46779.92316,52809.46375,17309.1412
FA(20:3),-0.035707442925945306,7.949634343487546,0.04528512988140676,0.8314805997201243,0.9624663321436601,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,2841.840206,4356.680313,4643.640331,3865.280243,4122.380302,4641.860344,2332.300171
FA(22:5),-0.03901720348833454,8.226684634481922,0.054182382703729104,0.8159391592287004,0.9624663321436601,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,3853.08028,4700.500286,5592.120399,4724.640312,4827.680298,5797.000401,2815.86018
FA(24:1),0.03612769014369611,8.785925885602776,0.04662402532247262,0.8290454519962513,0.9624663321436601,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,5541.840416,7967.780586,8902.600601,6692.400471,7899.780609,8229.340561,3430.680237
FA(24:5),-0.04401836305614524,9.249488934919881,0.06935303540524274,0.7922810986581522,0.9624663321436601,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,6661.76049,11224.30082,13214.90092,8713.440575,10611.12081,13945.94088,4298.740295
FA(30:1),0.03546864565219675,9.82863734431117,0.04510297411667352,0.8318147938436157,0.9624663321436601,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,11093.64078,16440.98114,21065.0415,13008.48087,15694.76112,20745.96143,5440.700443
FA(32:5),0.040609652870144196,9.08527499141389,0.058992933646507595,0.8080947882853966,0.9624663321436601,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,6695.920464,10233.26068,11424.46082,8253.500626,8805.740608,11773.88084,3698.360226
FA(36:4),0.041794272751130485,8.788532751809937,0.06240116622579717,0.8027402763707432,0.9624663321436601,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,5962.740398,7268.260544,9403.160645,6593.420444,7470.14045,9134.560638,3213.740219
LPC(22:2),-0.045671629396246353,7.761087113869331,0.07387989246299753,0.7857692241812145,0.9624663321436601,3,3,Cell Line_ HEP,Cell Line_ HEK,PC,2658.640179,3153.860226,3797.580307,3184.160198,3557.140255,3728.900242,2616.46019
LPC(O-20:4),0.03652664580718638,7.647441499030663,0.04719197277711373,0.8280235461583306,0.9624663321436601,3,3,Cell Line_ HEP,Cell Line_ HEK,PC,2573.28019,3383.880245,3063.340225,2909.940212,3400.980232,3032.140221,2430.440163
FA(15:2),0.034452726552781573,7.789630854805303,0.042074946316788875,0.8374769770268784,0.9639708954319799,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,2780.860226,3706.380264,3938.240307,3437.180252,3669.140266,3557.700241,2357.040165
FA(29:0),-0.03179448281787336,10.196046756229407,0.03626925370764411,0.848960529135967,0.972125787248957,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,12763.18091,21163.2814,28489.36212,17971.00122,20788.12149,26591.1618,6769.060425
FA(12:0),-0.025064238335313564,11.772041202884607,0.022576193456188776,0.8805644101336915,0.9725263068763627,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,32525.26251,68875.86499,89276.80627,42125.92319,69770.82489,85996.40607,19471.36136
FA(13:1),-0.02249832219302765,9.392198744280028,0.018126175955444523,0.8929016634557518,0.9725263068763627,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,6053.260406,13651.92096,15213.82106,9578.680706,12310.94087,13991.72098,5104.160378
FA(17:1),-0.02106956324622266,7.772214352761428,0.015724753228738564,0.9002081720737326,0.9725263068763627,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,2885.680195,2997.000195,3832.560303,3343.740242,3599.560257,3501.34026,2603.400162
FA(17:2),-0.021384813016747103,8.954584589520337,0.016346059965570703,0.8982663264845633,0.9725263068763627,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,5278.400375,7989.740608,11102.60077,7377.300522,7941.90049,10062.24073,4681.540371
FA(27:1),-0.028791190117093118,9.455634403309574,0.02968518238890283,0.8632064924880923,0.9725263068763627,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,8887.020676,12141.22092,13746.02106,10969.56067,13492.52098,12606.80089,5409.960396
FA(33:0),0.020541735333931707,9.710265922927245,0.015125873556712577,0.9021171624871237,0.9725263068763627,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,10352.04066,15046.02106,20252.1214,10741.78083,16065.72101,20357.72162,4086.460278
FA(34:6),-0.029828957109830526,9.064038845559674,0.031827534214272646,0.8584067051537069,0.9725263068763627,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,6251.260445,9480.780636,11755.62081,7321.360535,10357.60069,11557.86084,3633.320255
FA(36:5),-0.02133037189472822,8.671906172146889,0.016244415123843226,0.8985814110501968,0.9725263068763627,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,5094.120415,6621.68045,8704.40065,6288.120468,7145.24049,8194.960526,3121.400215
FA(6:1),0.022323110603471044,19.38494580888033,0.017922300030477345,0.8935020561480383,0.9725263068763627,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,8491731.172,13417756.07,13135031.44,11515363.95,11756658.18,12596248.78,4880420.875
LPC(10:0)|PC(O-10:0),-0.024539408471851404,7.4205005082193445,0.021253814560285633,0.8840896329957396,0.9725263068763627,3,3,Cell Line_ HEP,Cell Line_ HEK,PC,1927.400139,2781.560177,3150.760204,2405.420166,2685.980202,3286.760239,1971.020138
LPC(12:0),-0.029865496281843956,7.367497567116567,0.031421432567483976,0.8593034486037435,0.9725263068763627,3,3,Cell Line_ HEP,Cell Line_ HEK,PC,2019.140133,2448.460155,2616.740177,2418.160191,2480.300182,2785.640205,2208.520161
PC(19:0)|LPC(20:0)|PC(O-20:0),0.02708612377855511,7.559491107837149,0.025919896155130573,0.8720961006690667,0.9725263068763627,3,3,Cell Line_ HEP,Cell Line_ HEK,PC,2333.600178,3068.280205,2996.620213,2756.740189,2794.240196,3198.500237,2392.340172
FA(40:6),-0.019675735398233318,8.149864029450566,0.013773747913132794,0.9065735031782556,0.9725861369048275,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,3605.520267,4754.380333,5341.180389,4114.900311,4822.380344,5776.6604,2522.500187
FA(14:1),-0.012759678333905537,9.978044099382823,0.005838636053141499,0.9390921437992324,0.9738997603851559,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,12013.82086,18387.64127,21429.48146,14397.54103,18628.28135,21564.74147,6910.840454
FA(15:1),0.011892907388512019,8.290735005651339,0.005037622816709941,0.9434166869838404,0.9738997603851559,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,3556.180237,5409.420361,6535.800476,4645.460312,5159.440392,6115.660408,2852.32019
FA(22:1),0.011028594854294286,8.702765872530334,0.004342544745938426,0.9474590429086359,0.9738997603851559,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,4899.680363,6864.280472,8834.960602,5931.02042,6870.720486,8513.060684,3763.060257
FA(24:10),0.012354891381538783,8.92006624749093,0.0054560376877712535,0.9411178085890992,0.9738997603851559,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,5807.460381,8516.480621,10162.70077,7703.460579,8086.200569,9367.420666,3844.70026
FA(25:1),0.0117584814560097,8.659614205227411,0.004935306820733842,0.9439932943131945,0.9738997603851559,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,4956.940376,7393.340477,7664.080521,6506.680428,6874.100487,7305.440506,3425.800228
FA(28:4),0.017390891258163177,8.915938059162805,0.010809787604902255,0.9171930541291373,0.9738997603851559,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,5992.860413,8065.400581,10146.58076,7213.940514,7916.300583,9899.560699,3978.220268
FA(30:6),-0.011922862009734962,9.19402353885826,0.005087029074515637,0.9431403627332869,0.9738997603851559,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,6614.540466,10525.04077,12831.60088,9140.860645,10057.72069,11927.38087,4340.360271
FA(32:1),0.016153102954811798,9.160967492275624,0.009335957882854018,0.9230259806498935,0.9738997603851559,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,6654.380447,10373.10068,12336.62097,8204.360546,9801.58062,12207.54094,4333.580303
FA(34:1),-0.016152026850950713,9.132367836070326,0.00933334925280338,0.9230367019255684,0.9738997603851559,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,6690.78046,9472.500656,12004.28084,7700.660542,9819.960659,12338.76083,4421.580296
FA(10:3),0.005353977826135719,11.692074094286543,0.0010301054253432085,0.9743960870285718,0.9890865184429782,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,29131.54184,64517.88477,89798.78503,39570.86261,63461.78455,81915.74548,18861.10143
PC(20:0)|LPC(21:0)|PC(O-21:0),0.005393469624399393,7.609772181514893,0.0010279142137505914,0.9744233241519502,0.9890865184429782,3,3,Cell Line_ HEP,Cell Line_ HEK,PC,2485.000191,2673.880196,3266.200195,2714.700203,3067.640221,3154.100224,2652.4002
PC(20:1)|PC(O-21:1),0.00513154522685047,7.6137201504464365,9.308840968955678e-4,0.9756600046179604,0.9890865184429782,3,3,Cell Line_ HEP,Cell Line_ HEK,PC,2285.32016,3153.360214,3245.120255,2994.640217,3019.560204,3031.620201,2529.000183
FA(34:5),0.0028290766957332733,8.912962951134032,2.86091339290806e-4,0.9865050366537733,0.9955142150707028,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,5888.520416,8491.460518,10017.06085,6869.180473,8352.040562,10331.84073,3664.260242
FA(24:6),-0.0012232099018189041,9.074836740926978,5.351748802695511e-5,0.994163075872728,0.9986819989448769,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,5727.340378,9844.120735,11833.94083,7711.420494,8949.1007,11623.12072,4414.820351
FA(19:5),-1.4553061241780806e-4,8.59682409875259,7.556835601718603e-7,0.9993063985475243,0.9993063985475243,3,3,Cell Line_ HEP,Cell Line_ HEK,FA,4544.760303,6481.100471,7827.260536,5592.960415,6359.300449,7742.020554,3634.34029
