,Class,Transition,Lipid
521,DAG,646.5 -> 345.2,DG(37:5)_C18:0
522,DAG,648.6 -> 347.3,DG(37:4)_C18:0
523,DAG,650.6 -> 349.3,DG(37:3)_C18:0
524,DAG,652.6 -> 351.3,DG(38:9)|DG(dO-40:9)|DG(37:2)_C18:0
525,DAG,654.6 -> 353.3,DG(38:8)|DG(dO-40:8)|DG(37:1)_C18:0
526,DAG,656.6 -> 355.3,DG(38:7)|DG(37:0)_C18:0
527,DAG,658.6 -> 357.3,DG(38:6)|DG(dO-40:6)_C18:0
528,DAG,660.6 -> 359.3,DG(38:5)_C18:0
529,DAG,662.6 -> 361.3,DG(38:4)_C18:0
530,DAG,664.6 -> 363.3,DG(38:3)_C18:0
531,DAG,666.6 -> 365.3,DG(O-40:9)|DG(38:2)_C18:0
532,DAG,668.6 -> 367.3,DG(39:8)|DG(O-40:8)|DG(38:1)_C18:0
533,DAG,670.7 -> 369.4,DG(39:7)|DG(38:0)|DG(dO-40:0)_C18:0
534,DAG,672.6 -> 371.3,DG(39:6)_C18:0
535,DAG,674.6 -> 373.3,DG(39:5)_C18:0
536,DAG,676.6 -> 375.3,DG(39:4)_C18:0
537,DAG,678.6 -> 377.3,DG(40:10)|DG(39:3)_C18:0
538,DAG,680.6 -> 379.3,DG(40:9)|DG(39:2)_C18:0
539,DAG,682.6 -> 381.3,[TG(38:1)]_FA18:0 | DG(40:8)|DG(39:1)_C18:0
540,DAG,684.7 -> 383.3,DG(40:7)|DG(39:0)_C18:0
541,DAG,686.7 -> 385.4,DG(40:6)|DG(dO-40:0)_C18:0
542,DAG,688.6 -> 387.3,DG(40:5)_C18:0
543,DAG,690.6 -> 389.3,DG(40:4)_C18:0
544,DAG,692.6 -> 391.3,DG(40:3)_C18:0
545,DAG,694.6 -> 393.3,DG(40:2)_C18:0
546,DAG,696.7 -> 395.3,DG(40:1)_C18:0
547,DAG,698.7 -> 397.4,DG(41:7)|DG(40:0)_C18:0
548,DAG,700.6 -> 399.3,DG(41:6)_C18:0
549,DAG,702.6 -> 401.3,DG(41:5)_C18:0
550,DAG,704.6 -> 403.3,DG(42:11)|DG(41:4)_C18:0
551,DAG,706.6 -> 405.3,DG(42:10)|DG(41:3)_C18:0
552,DAG,708.7 -> 407.3,DG(42:9)|DG(41:2)_C18:0
553,DAG,710.7 -> 409.4,DG(42:8)|DG(41:1)_C18:0
554,DAG,712.7 -> 411.4,DG(42:7)|DG(41:0)_C18:0
555,DAG,714.6 -> 413.3,DG(42:6)_C18:0
556,DAG,716.6 -> 415.3,DG(42:5)_C18:0
557,DAG,718.6 -> 417.3,DG(42:4)_C18:0
558,DAG,720.7 -> 419.3,DG(42:3)_C18:0
559,DAG,722.7 -> 421.4,DG(42:2)_C18:0
560,DAG,724.7 -> 423.4,DG(42:1)_C18:0
561,DAG,726.7 -> 425.4,[TG(41:0)]_FA18:0 | DG(42:0)_C18:0
562,DAG,728.6 -> 427.3,DG(43:6)_C18:0
563,DAG,730.6 -> 429.3,DG(44:12)|DG(43:5)_C18:0
564,DAG,732.7 -> 431.3,DG(44:11)|DG(43:4)_C18:0
565,DAG,734.7 -> 433.4,DG(44:10)|DG(43:3)_C18:0
566,DAG,736.7 -> 435.4,DG(44:9)|DG(43:2)_C18:0
567,DAG,738.7 -> 437.4,[TG(42:1)]_FA18:0 | DG(44:8)|DG(43:1)_C18:0
568,DAG,740.7 -> 439.4,[TG(42:0)]_FA18:0 | DG(44:7)|DG(43:0)_C18:0
569,DAG,742.6 -> 441.3,DG(44:6)_C18:0
570,DAG,744.7 -> 443.3,DG(44:5)_C18:0
571,DAG,746.7 -> 445.4,DG(44:4)_C18:0
572,DAG,748.7 -> 447.4,DG(44:3)_C18:0
573,DAG,750.7 -> 449.4,[TG(43:2)]_FA18:0 | DG(44:2)_C18:0
574,DAG,752.7 -> 451.4,[TG(43:1)]_FA18:0 | DG(44:1)_C18:0
575,DAG,754.7 -> 453.4,[TG(43:0)]_FA18:0 | DG(44:0)_C18:0
576,DAG,526.4 -> 227.1,DG(28:2)_C18:1
577,DAG,528.5 -> 229.2,DG(28:1)_C18:1
578,DAG,540.5 -> 241.2,DG(29:2)_C18:1
579,DAG,542.5 -> 243.2,DG(29:1)_C18:1
580,DAG,552.5 -> 253.2,DG(30:3)_C18:1
581,DAG,554.5 -> 255.2,DG(30:2)_C18:1
582,DAG,556.5 -> 257.2,DG(30:1)_C18:1
583,DAG,566.5 -> 267.2,DG(31:3)_C18:1
584,DAG,568.5 -> 269.2,DG(31:2)|DG(P-14:0/18:1)_C18:1
585,DAG,570.5 -> 271.2,DG(31:1)_C18:1
586,DAG,576.5 -> 277.2,DG(32:5)_C18:1
587,DAG,580.5 -> 281.2,DG(32:3)_C18:1
588,DAG,582.5 -> 283.2,DG(32:2)_C18:1
589,DAG,584.5 -> 285.2,DG(32:1)_C18:1
590,DAG,590.5 -> 291.2,DG(33:5)_C18:1
591,DAG,592.5 -> 293.2,DG(33:4)_C18:1
592,DAG,594.5 -> 295.2,DG(33:3)_C18:1
593,DAG,596.5 -> 297.2,DG(33:2)_C18:1
594,DAG,598.6 -> 299.3,DG(33:1)|DG(O-34:1)_C18:1
595,DAG,602.5 -> 303.2,DG(34:6)_C18:1
596,DAG,604.5 -> 305.2,DG(34:5)_C18:1
597,DAG,606.6 -> 307.3,DG(34:4)|DG(dO-36:4)_C18:1
598,DAG,608.5 -> 309.2,DG(34:3)_C18:1
599,DAG,610.5 -> 311.2,DG(34:2)_C18:1
600,DAG,612.6 -> 313.3,DG(34:1)_C18:1
601,DAG,616.5 -> 317.2,DG(35:6)_C18:1
602,DAG,618.5 -> 319.2,DG(35:5)_C18:1
603,DAG,620.6 -> 321.3,DG(35:4)|DG(O-36:4)|DG(dO-37:4)_C18:1
604,DAG,622.5 -> 323.2,DG(35:3)_C18:1
605,DAG,624.6 -> 325.3,DG(dO-38:9)|DG(35:2)_C18:1
606,DAG,626.6 -> 327.3,DG(36:8)|DG(35:1)_C18:1
607,DAG,628.6 -> 329.3,DG(36:7)|DG(35:0)_C18:1
608,DAG,630.5 -> 331.2,DG(36:6)_C18:1
609,DAG,632.5 -> 333.2,DG(36:5)_C18:1
610,DAG,634.6 -> 335.3,DG(36:4)|DG(O-37:4)_C18:1
611,DAG,636.6 -> 337.3,DG(36:3)_C18:1
612,DAG,638.6 -> 339.3,DG(O-38:9)|DG(36:2)_C18:1
613,DAG,640.6 -> 341.3,DG(O-38:8)|DG(36:1)_C18:1
614,DAG,642.6 -> 343.3,DG(37:7)|DG(36:0)_C18:1
615,DAG,644.5 -> 345.2,DG(37:6)_C18:1
616,DAG,646.5 -> 347.2,DG(37:5)_C18:1
617,DAG,648.6 -> 349.3,DG(37:4)_C18:1
618,DAG,650.6 -> 351.3,DG(37:3)_C18:1
619,DAG,652.6 -> 353.3,DG(38:9)|DG(dO-40:9)|DG(37:2)_C18:1
620,DAG,654.6 -> 355.3,DG(38:8)|DG(dO-40:8)|DG(37:1)_C18:1
621,DAG,656.6 -> 357.3,DG(38:7)|DG(37:0)_C18:1
622,DAG,658.6 -> 359.3,DG(38:6)|DG(dO-40:6)_C18:1
623,DAG,660.6 -> 361.3,DG(38:5)_C18:1
624,DAG,662.6 -> 363.3,DG(38:4)_C18:1
625,DAG,664.6 -> 365.3,DG(38:3)_C18:1
626,DAG,666.6 -> 367.3,DG(O-40:9)|DG(38:2)_C18:1
627,DAG,668.6 -> 369.3,DG(39:8)|DG(O-40:8)|DG(38:1)_C18:1
628,DAG,670.7 -> 371.4,DG(39:7)|DG(38:0)|DG(dO-40:0)_C18:1
629,DAG,672.6 -> 373.3,DG(39:6)_C18:1
630,DAG,674.6 -> 375.3,DG(39:5)_C18:1
631,DAG,676.6 -> 377.3,DG(39:4)_C18:1
632,DAG,678.6 -> 379.3,DG(40:10)|DG(39:3)_C18:1
633,DAG,680.6 -> 381.3,DG(40:9)|DG(39:2)_C18:1
634,DAG,682.6 -> 383.3,[TG(38:1)]_FA18:1 | DG(40:8)|DG(39:1)_C18:1
635,DAG,684.7 -> 385.3,DG(40:7)|DG(39:0)_C18:1
636,DAG,686.7 -> 387.4,DG(40:6)|DG(dO-40:0)_C18:1
637,DAG,688.6 -> 389.3,DG(40:5)_C18:1
638,DAG,690.6 -> 391.3,DG(40:4)_C18:1
639,DAG,692.6 -> 393.3,DG(40:3)_C18:1
640,DAG,694.6 -> 395.3,DG(40:2)_C18:1
641,DAG,696.7 -> 397.3,DG(40:1)_C18:1
642,DAG,698.7 -> 399.4,DG(41:7)|DG(40:0)_C18:1
643,DAG,700.6 -> 401.3,DG(41:6)_C18:1
644,DAG,702.6 -> 403.3,DG(41:5)_C18:1
645,DAG,704.6 -> 405.3,DG(42:11)|DG(41:4)_C18:1
646,DAG,706.6 -> 407.3,DG(42:10)|DG(41:3)_C18:1
647,DAG,708.7 -> 409.3,DG(42:9)|DG(41:2)_C18:1
648,DAG,710.7 -> 411.4,DG(42:8)|DG(41:1)_C18:1
649,DAG,712.7 -> 413.4,DG(42:7)|DG(41:0)_C18:1
650,DAG,714.6 -> 415.3,DG(42:6)_C18:1
651,DAG,716.6 -> 417.3,DG(42:5)_C18:1
652,DAG,718.6 -> 419.3,DG(42:4)_C18:1
653,DAG,720.7 -> 421.3,DG(42:3)_C18:1
654,DAG,722.7 -> 423.4,DG(42:2)_C18:1
655,DAG,724.7 -> 425.4,DG(42:1)_C18:1
656,DAG,728.6 -> 429.3,DG(43:6)_C18:1
657,DAG,730.6 -> 431.3,DG(44:12)|DG(43:5)_C18:1
658,DAG,732.7 -> 433.3,DG(44:11)|DG(43:4)_C18:1
659,DAG,734.7 -> 435.4,DG(44:10)|DG(43:3)_C18:1
660,DAG,736.7 -> 437.4,DG(44:9)|DG(43:2)_C18:1
661,DAG,738.7 -> 439.4,[TG(42:1)]_FA18:1 | DG(44:8)|DG(43:1)_C18:1
662,DAG,740.7 -> 441.4,DG(44:7)|DG(43:0)_C18:1
663,DAG,742.6 -> 443.3,DG(44:6)_C18:1
664,DAG,744.7 -> 445.3,DG(44:5)_C18:1
665,DAG,746.7 -> 447.4,DG(44:4)_C18:1
666,DAG,748.7 -> 449.4,DG(44:3)_C18:1
667,DAG,750.7 -> 451.4,[TG(43:2)]_FA18:1 | DG(44:2)_C18:1
668,DAG,752.7 -> 453.4,[TG(43:1)]_FA18:1 | DG(44:1)_C18:1
669,DAG,526.4 -> 229.1,DG(28:2)_C18:2
670,DAG,540.5 -> 243.2,DG(29:2)_C18:2
671,DAG,552.5 -> 255.2,DG(30:3)_C18:2
672,DAG,554.5 -> 257.2,DG(30:2)_C18:2
673,DAG,566.5 -> 269.2,DG(31:3)_C18:2
674,DAG,568.5 -> 271.2,DG(31:2)|DG(P-14:0/18:1)_C18:2
675,DAG,576.5 -> 279.2,DG(32:5)_C18:2
676,DAG,580.5 -> 283.2,DG(32:3)_C18:2
677,DAG,582.5 -> 285.2,DG(32:2)_C18:2
678,DAG,590.5 -> 293.2,DG(33:5)_C18:2
679,DAG,592.5 -> 295.2,DG(33:4)_C18:2
680,DAG,594.5 -> 297.2,DG(33:3)_C18:2
681,DAG,596.5 -> 299.2,DG(33:2)_C18:2
682,DAG,602.5 -> 305.2,DG(34:6)_C18:2
683,DAG,604.5 -> 307.2,DG(34:5)_C18:2
684,DAG,606.6 -> 309.3,DG(34:4)|DG(dO-36:4)_C18:2
685,DAG,608.5 -> 311.2,DG(34:3)_C18:2
686,DAG,610.5 -> 313.2,DG(34:2)_C18:2
687,DAG,616.5 -> 319.2,DG(35:6)_C18:2
688,DAG,618.5 -> 321.2,DG(35:5)_C18:2
689,DAG,620.6 -> 323.3,DG(35:4)|DG(O-36:4)|DG(dO-37:4)_C18:2
690,DAG,622.5 -> 325.2,DG(35:3)_C18:2
691,DAG,624.6 -> 327.3,DG(dO-38:9)|DG(35:2)_C18:2
692,DAG,626.6 -> 329.3,DG(36:8)|DG(35:1)_C18:2
693,DAG,628.6 -> 331.3,DG(36:7)|DG(35:0)_C18:2
694,DAG,630.5 -> 333.2,DG(36:6)_C18:2
695,DAG,632.5 -> 335.2,DG(36:5)_C18:2
696,DAG,634.6 -> 337.3,DG(36:4)|DG(O-37:4)_C18:2
697,DAG,636.6 -> 339.3,DG(36:3)_C18:2
698,DAG,638.6 -> 341.3,DG(O-38:9)|DG(36:2)_C18:2
699,DAG,640.6 -> 343.3,DG(O-38:8)|DG(36:1)_C18:2
700,DAG,642.6 -> 345.3,DG(37:7)|DG(36:0)_C18:2
701,DAG,644.5 -> 347.2,DG(37:6)_C18:2
702,DAG,646.5 -> 349.2,DG(37:5)_C18:2
703,DAG,648.6 -> 351.3,DG(37:4)_C18:2
704,DAG,650.6 -> 353.3,DG(37:3)_C18:2
705,DAG,652.6 -> 355.3,DG(38:9)|DG(dO-40:9)|DG(37:2)_C18:2
706,DAG,654.6 -> 357.3,DG(38:8)|DG(dO-40:8)|DG(37:1)_C18:2
707,DAG,656.6 -> 359.3,DG(38:7)|DG(37:0)_C18:2
708,DAG,658.6 -> 361.3,DG(38:6)|DG(dO-40:6)_C18:2
709,DAG,660.6 -> 363.3,DG(38:5)_C18:2
710,DAG,662.6 -> 365.3,DG(38:4)_C18:2
711,DAG,664.6 -> 367.3,DG(38:3)_C18:2
712,DAG,666.6 -> 369.3,DG(O-40:9)|DG(38:2)_C18:2
713,DAG,668.6 -> 371.3,DG(39:8)|DG(O-40:8)|DG(38:1)_C18:2
714,DAG,670.7 -> 373.4,DG(39:7)|DG(38:0)|DG(dO-40:0)_C18:2
715,DAG,672.6 -> 375.3,DG(39:6)_C18:2
716,DAG,674.6 -> 377.3,DG(39:5)_C18:2
717,DAG,676.6 -> 379.3,DG(39:4)_C18:2
718,DAG,678.6 -> 381.3,DG(40:10)|DG(39:3)_C18:2
719,DAG,680.6 -> 383.3,DG(40:9)|DG(39:2)_C18:2
720,DAG,682.6 -> 385.3,DG(40:8)|DG(39:1)_C18:2
721,DAG,684.7 -> 387.3,DG(40:7)|DG(39:0)_C18:2
722,DAG,686.7 -> 389.4,DG(40:6)|DG(dO-40:0)_C18:2
723,DAG,688.6 -> 391.3,DG(40:5)_C18:2
724,DAG,690.6 -> 393.3,DG(40:4)_C18:2
725,DAG,692.6 -> 395.3,DG(40:3)_C18:2
726,DAG,694.6 -> 397.3,DG(40:2)_C18:2
727,DAG,698.7 -> 401.4,DG(41:7)|DG(40:0)_C18:2
728,DAG,700.6 -> 403.3,DG(41:6)_C18:2
729,DAG,702.6 -> 405.3,DG(41:5)_C18:2
730,DAG,704.6 -> 407.3,DG(42:11)|DG(41:4)_C18:2
731,DAG,706.6 -> 409.3,DG(42:10)|DG(41:3)_C18:2
732,DAG,708.7 -> 411.3,DG(42:9)|DG(41:2)_C18:2
733,DAG,710.7 -> 413.4,DG(42:8)|DG(41:1)_C18:2
734,DAG,712.7 -> 415.4,DG(42:7)|DG(41:0)_C18:2
735,DAG,714.6 -> 417.3,DG(42:6)_C18:2
736,DAG,716.6 -> 419.3,DG(42:5)_C18:2
737,DAG,718.6 -> 421.3,DG(42:4)_C18:2
738,DAG,720.7 -> 423.3,DG(42:3)_C18:2
739,DAG,722.7 -> 425.4,DG(42:2)_C18:2
740,DAG,728.6 -> 431.3,DG(43:6)_C18:2
741,DAG,730.6 -> 433.3,DG(44:12)|DG(43:5)_C18:2
742,DAG,732.7 -> 435.3,DG(44:11)|DG(43:4)_C18:2
743,DAG,734.7 -> 437.4,DG(44:10)|DG(43:3)_C18:2
744,DAG,736.7 -> 439.4,DG(44:9)|DG(43:2)_C18:2
745,DAG,738.7 -> 441.4,DG(44:8)|DG(43:1)_C18:2
746,DAG,740.7 -> 443.4,DG(44:7)|DG(43:0)_C18:2
747,DAG,742.6 -> 445.3,DG(44:6)_C18:2
748,DAG,744.7 -> 447.3,DG(44:5)_C18:2
749,DAG,746.7 -> 449.4,DG(44:4)_C18:2
750,DAG,748.7 -> 451.4,DG(44:3)_C18:2
751,DAG,750.7 -> 453.4,[TG(43:2)]_FA18:2 | DG(44:2)_C18:2
752,FA,59.0 -> 59.0,FA(2:0)
753,FA,71.0 -> 71.0,FA(3:1)
754,FA,73.0 -> 73.0,FA(3:0)
755,FA,85.0 -> 85.0,FA(4:1)
756,FA,87.0 -> 87.0,FA(4:0)
757,FA,97.0 -> 97.0,FA(5:2)
758,FA,99.0 -> 99.0,FA(5:1)
759,FA,101.1 -> 101.1,FA(5:0)
760,FA,111.0 -> 111.0,FA(6:2)
761,FA,113.1 -> 113.1,FA(6:1)
762,FA,115.1 -> 115.1,FA(6:0)
763,FA,123.0 -> 123.0,FA(7:3)
764,FA,125.1 -> 125.1,FA(7:2)
765,FA,127.1 -> 127.1,FA(7:1)
766,FA,129.1 -> 129.1,FA(7:0)
767,FA,131.0 -> 131.0,FA(8:6)
768,FA,133.0 -> 133.0,FA(8:5)
769,FA,139.1 -> 139.1,FA(8:2)
770,FA,141.1 -> 141.1,FA(8:1)
771,FA,143.1 -> 143.1,FA(8:0)
772,FA,153.1 -> 153.1,FA(9:2)
773,FA,155.1 -> 155.1,FA(9:1)
774,FA,157.0 -> 157.0,FA(9:0) | FA(10:7)
775,FA,157.1 -> 157.1,FA(9:0) | FA(10:7)
776,FA,159.0 -> 159.0,FA(10:6)
777,FA,161.1 -> 161.1,FA(10:5)
778,FA,163.1 -> 163.1,FA(10:4)
779,FA,165.1 -> 165.1,FA(10:3)
780,FA,167.1 -> 167.1,FA(10:2)
781,FA,169.1 -> 169.1,FA(10:1)
782,FA,171.1 -> 171.1,FA(10:0) | FA(10:0)
783,FA,173.1 -> 173.1,FA(11:6)
784,FA,181.1 -> 181.1,FA(11:2)
785,FA,183.1 -> 183.1,FA(11:1)
786,FA,185.2 -> 185.1,FA(11:0)
787,FA,187.1 -> 187.1,FA(12:6)
788,FA,189.1 -> 189.1,FA(12:5)
789,FA,191.1 -> 191.1,FA(12:4)
790,FA,195.1 -> 195.1,FA(12:2)
793,FA,209.2 -> 209.1,FA(13:2)
794,FA,211.2 -> 211.2,FA(13:1)
795,FA,213.1 -> 213.1,FA(13:0) | FA(14:7)
796,FA,213.2 -> 213.2,FA(13:0) | FA(14:7)
797,FA,215.1 -> 215.1,FA(14:6)
798,FA,217.1 -> 217.1,FA(14:5)
799,FA,219.1 -> 219.1,FA(14:4)
800,FA,223.2 -> 223.2,FA(14:2)
803,FA,229.1 -> 229.1,FA(15:6)
804,FA,231.1 -> 231.1,FA(15:5)
805,FA,235.2 -> 235.2,FA(15:3)
806,FA,237.2 -> 237.2,FA(15:2)
810,FA,243.1 -> 243.1,FA(16:6)
811,FA,245.2 -> 245.1,FA(16:5)
812,FA,247.2 -> 247.2,FA(16:4)
813,FA,249.2 -> 249.2,FA(16:3)
814,FA,251.2 -> 251.2,FA(16:2)
817,FA,257.2 -> 257.1,FA(17:6)
818,FA,261.2 -> 261.2,FA(17:4)
819,FA,263.2 -> 263.2,FA(17:3)
820,FA,265.2 -> 265.2,FA(17:2)
824,FA,271.2 -> 271.2,FA(18:6)
825,FA,273.2 -> 273.2,FA(18:5)
831,FA,285.2 -> 285.2,FA(19:6)
832,FA,287.2 -> 287.2,FA(19:5)
833,FA,289.2 -> 289.2,FA(19:4)
834,FA,293.2 -> 293.2,FA(19:2)
835,FA,295.3 -> 295.3,FA(19:1)
837,FA,299.2 -> 299.2,FA(20:6)
841,FA,307.3 -> 307.3,FA(20:2)
844,FA,315.2 -> 315.2,FA(21:5)
845,FA,319.3 -> 319.3,FA(21:3)
846,FA,321.3 -> 321.3,FA(21:2)
847,FA,323.3 -> 323.3,FA(21:1)
848,FA,325.2 -> 325.2,FA(22:7)
849,FA,325.3 -> 325.3,FA(21:0)
853,FA,333.3 -> 333.3,FA(22:3)
854,FA,335.3 -> 335.3,FA(22:2)
857,FA,341.2 -> 341.2,FA(23:6)
858,FA,343.2 -> 343.2,FA(24:12)
859,FA,347.2 -> 347.2,FA(24:10)
860,FA,351.3 -> 351.3,FA(23:1)
864,FA,357.3 -> 357.3,FA(24:5)
865,FA,359.3 -> 359.3,FA(24:4)
866,FA,361.3 -> 361.3,FA(24:3)
867,FA,363.3 -> 363.3,FA(24:2)
870,FA,373.3 -> 373.3,FA(25:4)
871,FA,379.4 -> 379.4,FA(25:1)
872,FA,381.4 -> 381.4,FA(25:0)
873,FA,383.3 -> 383.3,FA(26:6)
874,FA,385.3 -> 385.3,FA(26:5)
875,FA,387.3 -> 387.3,FA(26:4)
876,FA,389.3 -> 389.3,FA(26:3)
877,FA,391.4 -> 391.4,FA(26:2)
880,FA,401.3 -> 401.3,FA(27:4)
881,FA,403.4 -> 403.4,FA(27:3)
882,FA,405.4 -> 405.4,FA(27:2)
883,FA,407.4 -> 407.4,FA(27:1)
884,FA,409.3 -> 409.3,FA(27:0) | FA(28:7)
885,FA,409.4 -> 409.4,FA(27:0) | FA(28:7)
886,FA,411.3 -> 411.3,FA(28:6)
887,FA,413.3 -> 413.3,FA(28:5)
888,FA,415.4 -> 415.4,FA(28:4)
889,FA,417.4 -> 417.4,FA(28:3)
890,FA,419.4 -> 419.4,FA(28:2)
891,FA,421.4 -> 421.4,FA(28:1)
893,FA,431.4 -> 431.4,FA(29:3)
894,FA,433.4 -> 433.4,FA(29:2)
895,FA,435.4 -> 435.4,FA(29:1)
896,FA,437.4 -> 437.4,FA(29:0)
897,FA,439.4 -> 439.4,FA(30:6)
898,FA,441.4 -> 441.4,FA(30:5)
899,FA,443.4 -> 443.4,FA(30:4)
900,FA,445.4 -> 445.4,FA(30:3)
901,FA,447.4 -> 447.4,FA(30:2)
902,FA,449.4 -> 449.4,FA(30:1)
903,FA,465.5 -> 465.5,FA(31:0)
904,FA,467.4 -> 467.4,FA(32:6)
905,FA,469.4 -> 469.4,FA(32:5)
906,FA,471.4 -> 471.4,FA(32:4)
907,FA,477.5 -> 477.5,FA(32:1)
909,FA,493.5 -> 493.5,FA(33:0)
910,FA,495.4 -> 495.4,FA(34:6)
911,FA,497.4 -> 497.4,FA(34:5)
912,FA,505.5 -> 505.5,FA(34:1)
914,FA,521.5 -> 521.5,FA(35:0)
915,FA,525.5 -> 525.5,FA(36:5)
916,FA,527.5 -> 527.5,FA(36:4)
917,FA,535.5 -> 535.5,FA(36:0)
918,FA,549.6 -> 549.6,FA(37:0)
919,FA,551.5 -> 551.5,FA(38:6)
920,FA,553.5 -> 553.5,FA(38:5)
921,FA,555.5 -> 555.5,FA(38:4)
922,FA,563.6 -> 563.6,FA(38:0)
923,FA,579.5 -> 579.5,FA(40:6)
924,FA,607.5 -> 607.5,FA(42:6)
925,FA,675.7 -> 675.7,FA(46:0)
934,PC,396.3 -> 184.1,LPC(O-10:1)
938,PC,438.3 -> 184.1,PC(O-12:1)
940,PC,446.2 -> 184.1,PC(12:4)
941,PC,452.3 -> 184.1,PC(O-13:1)|LPC(P-14:0)
949,PC,502.3 -> 184.1,PC(16:4)
958,PC,530.4 -> 184.1,LPC(O-20:4)
969,PC,564.4 -> 184.1,PC(20:1)|PC(O-21:1)
977,PC,592.4 -> 184.1,PC(22:1)
978,PC,594.4 -> 184.1,PC(22:0)
981,PC,622.4 -> 184.1,PC(24:0)
982,PC,636.5 -> 184.1,PC(25:0)
983,PC,648.5 -> 184.1,PC(26:1)
984,PC,650.5 -> 184.1,PC(26:0)
985,PC,662.5 -> 184.1,PC(27:1)|PC(P-28:0)
986,PC,664.5 -> 184.1,PC(27:0)|PC(O-28:0)
987,PC,674.5 -> 184.1,PC(28:2)
988,PC,676.5 -> 184.1,PC(28:1)|PC(P-29:0)
989,PC,678.5 -> 184.1,PC(28:0)|PC(O-29:0)
990,PC,688.5 -> 184.1,PC(29:2)|PC(P-30:1)
991,PC,690.5 -> 184.1,PC(29:1)|PC(O-30:1)|PC(P-30:0)
992,PC,692.6 -> 184.1,PC(29:0)|PC(O-30:0)
993,PC,698.5 -> 184.1,PC(30:4)
994,PC,700.5 -> 184.1,PC(30:3)
998,PC,712.5 -> 184.1,PC(31:4)
1078,PC,876.6 -> 184.1,PC(43:6)
1082,PC,884.7 -> 184.1,PC(43:2)
1100,PC,1018.7 -> 184.1,PC(54:12)
1101,PC,1046.8 -> 184.1,PC(56:12)
1102,PC,1052.8 -> 184.1,PC(56:9)
1103,PC,1054.8 -> 184.1,PC(56:8)
1105,PE,412.2 -> 271.2,PE(12:0)|LPE(13:0)
1109,PE,440.3 -> 299.3,LPE(O-16:0)
1111,PE,464.3 -> 323.3,LPE(17:2)
1118,PE,488.3 -> 347.3,LPE(O-20:4)
1129,PE,528.3 -> 387.3,LPE(22:5)
1134,PE,554.3 -> 413.3,LPE(24:6)
1135,PE,564.4 -> 423.4,LPE(24:1)
1137,PE,594.4 -> 453.4,PE(25:0)
1153,PE,670.4 -> 529.4,PE(31:4)
1154,PE,672.5 -> 531.5,PE(31:3)
1176,PE,720.6 -> 579.6,PE(34:0)|PE(O-35:0)
1188,PE,744.6 -> 603.6,PE(O-38:9)|PE(36:2)|PE(O-37:2)|PE(P-37:1)
1200,PE,768.6 -> 627.6,PE(38:4)
1210,PE,792.7 -> 651.7,PE(40:6)|PE(dO-40:0)
1230,PE,834.6 -> 693.6,PE(43:6)
1232,PE,838.6 -> 697.6,PE(43:4)
1233,PE,840.6 -> 699.6,PE(44:10)
1234,PE,842.7 -> 701.7,PE(43:2)
1276,PG,642.0 -> 453.0,PG(25:0)
1279,PG,668.0 -> 479.0,PG(27:1)|PG(P-28:0)
1280,PG,670.0 -> 481.0,PG(27:0)|PG(O-28:0)
1283,PG,684.0 -> 495.0,PG(28:0)|PG(O-29:0)
1284,PG,694.0 -> 505.0,PG(29:2)|PG(P-30:1)
1285,PG,696.0 -> 507.0,PG(29:1)|PG(O-30:1)|PG(P-30:0)
1286,PG,698.0 -> 509.0,PG(29:0)|PG(O-30:0)
1289,PG,708.0 -> 519.0,PG(30:2)|PG(P-31:1)
