,Lipid,Sample_ID,db_pos,Product_Ion,Retention_Time,OzESI_Intensity,Parent_Ion,Biology,Genotype,Mouse
65,"[TG(55:11),TG(54:4)]_FA16:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-7,629.5,14.94,9752,818.7,liver,5xFAD,FAD173_M1
66,"[TG(55:11),TG(54:4)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-7,601.5,14.98,19768,818.7,liver,5xFAD,DOD73_M2
67,"[TG(55:11),TG(54:4)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,601.5,15.03,117046,790.7,liver,5xFAD,DOD73_M2
68,"[TG(55:11),TG(54:4)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-10,601.5,15.08,1045,776.6,liver,5xFAD,FAD131_M1
69,"[TG(55:11),TG(54:4)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,601.5,14.98,44031,818.7,liver,5xFAD,FAD131_M1
70,"[TG(55:11),TG(54:4)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,601.5,15.08,222834,790.7,liver,5xFAD,FAD131_M1
71,"[TG(55:11),TG(54:4)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-10,601.5,15.08,2074,776.6,liver,5xFAD,FAD131_M2
72,"[TG(55:11),TG(54:4)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-7,601.5,14.98,57289,818.7,liver,5xFAD,FAD131_M2
73,"[TG(55:11),TG(54:4)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,601.5,15.03,344147,790.7,liver,5xFAD,FAD131_M2
74,"[TG(55:11),TG(54:4)]_FA18:1",12012023_FAD131_M4_5xFAD_liver_O3on_01,n-7,601.5,14.98,18153,818.7,liver,5xFAD,FAD131_M4
75,"[TG(55:11),TG(54:4)]_FA18:1",12012023_FAD131_M4_5xFAD_liver_O3on_01,n-9,601.5,15.03,88763,790.7,liver,5xFAD,FAD131_M4
76,"[TG(55:11),TG(54:4)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-7,601.5,14.98,24578,818.7,liver,5xFAD,FAD173_M1
77,"[TG(55:11),TG(54:4)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,601.5,15.03,130088,790.7,liver,5xFAD,FAD173_M1
78,"[TG(55:8),TG(54:1)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-7,607.5,18.49,669,824.7,liver,5xFAD,DOD73_M2
79,"[TG(55:8),TG(54:1)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,607.5,18.59,10666,796.7,liver,5xFAD,DOD73_M2
80,"[TG(55:8),TG(54:1)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,607.5,18.58,1140,824.7,liver,5xFAD,FAD131_M1
81,"[TG(55:8),TG(54:1)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,607.5,18.59,19742,796.7,liver,5xFAD,FAD131_M1
82,"[TG(55:8),TG(54:1)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-7,607.5,18.49,1388,824.7,liver,5xFAD,FAD131_M2
83,"[TG(55:8),TG(54:1)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,607.5,18.59,28746,796.7,liver,5xFAD,FAD131_M2
84,"[TG(55:8),TG(54:1)]_FA18:1",12012023_FAD131_M4_5xFAD_liver_O3on_01,n-9,607.5,18.54,1373,796.7,liver,5xFAD,FAD131_M4
85,"[TG(55:8),TG(54:1)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,607.5,18.54,8592,796.7,liver,5xFAD,FAD173_M1
86,"[TG(55:9),TG(54:2)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-7,605.5,17.38,3522,822.7,liver,5xFAD,DOD73_M2
87,"[TG(55:9),TG(54:2)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,605.5,17.43,66742,794.7,liver,5xFAD,DOD73_M2
88,"[TG(55:9),TG(54:2)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,605.5,17.42,5809,822.7,liver,5xFAD,FAD131_M1
89,"[TG(55:9),TG(54:2)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,605.5,17.43,102335,794.7,liver,5xFAD,FAD131_M1
90,"[TG(55:9),TG(54:2)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-7,605.5,17.33,8698,822.7,liver,5xFAD,FAD131_M2
91,"[TG(55:9),TG(54:2)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,605.5,17.43,129769,794.7,liver,5xFAD,FAD131_M2
92,"[TG(55:9),TG(54:2)]_FA18:1",12012023_FAD131_M4_5xFAD_liver_O3on_01,n-7,605.5,17.33,1655,822.7,liver,5xFAD,FAD131_M4
93,"[TG(55:9),TG(54:2)]_FA18:1",12012023_FAD131_M4_5xFAD_liver_O3on_01,n-9,605.5,17.43,24157,794.7,liver,5xFAD,FAD131_M4
94,"[TG(55:9),TG(54:2)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-7,605.5,17.33,2791,822.7,liver,5xFAD,FAD173_M1
95,"[TG(55:9),TG(54:2)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,605.5,17.43,68341,794.7,liver,5xFAD,FAD173_M1
96,"[TG(56:10),TG(55:3)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,617.5,16.85,1399,806.7,liver,5xFAD,DOD73_M2
97,"[TG(56:10),TG(55:3)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,617.5,16.75,938,834.7,liver,5xFAD,FAD131_M1
98,"[TG(56:10),TG(55:3)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,617.5,16.76,5210,806.7,liver,5xFAD,FAD131_M1
99,"[TG(56:10),TG(55:3)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-7,617.5,16.67,1349,834.7,liver,5xFAD,FAD131_M2
100,"[TG(56:10),TG(55:3)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,617.5,16.76,6846,806.7,liver,5xFAD,FAD131_M2
101,"[TG(56:10),TG(55:3)]_FA18:1",12012023_FAD131_M4_5xFAD_liver_O3on_01,n-9,617.5,16.76,844,806.7,liver,5xFAD,FAD131_M4
102,"[TG(56:10),TG(55:3)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,617.5,16.72,1920,806.7,liver,5xFAD,FAD173_M1
103,"[TG(56:11),TG(55:4)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,615.5,15.61,666,804.7,liver,5xFAD,DOD73_M2
104,"[TG(56:11),TG(55:4)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,615.5,15.61,1675,804.7,liver,5xFAD,FAD131_M1
105,"[TG(56:11),TG(55:4)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,615.5,15.61,3138,804.7,liver,5xFAD,FAD131_M2
106,"[TG(56:11),TG(55:4)]_FA18:1",12012023_FAD131_M4_5xFAD_liver_O3on_01,n-9,615.5,15.56,778,804.7,liver,5xFAD,FAD131_M4
107,"[TG(56:11),TG(55:4)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,615.5,15.61,1114,804.7,liver,5xFAD,FAD173_M1
108,[TG(56:6)]_FA18:1,12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,625.5,14.32,5046,814.7,liver,5xFAD,DOD73_M2
109,[TG(56:6)]_FA18:1,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,625.5,14.27,773,842.7,liver,5xFAD,FAD131_M1
110,[TG(56:6)]_FA18:1,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,625.5,14.41,8201,814.7,liver,5xFAD,FAD131_M1
111,[TG(56:6)]_FA18:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-7,625.5,14.27,1494,842.7,liver,5xFAD,FAD131_M2
112,[TG(56:6)]_FA18:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,625.5,14.36,10139,814.7,liver,5xFAD,FAD131_M2
113,[TG(56:6)]_FA18:1,12012023_FAD131_M4_5xFAD_liver_O3on_01,n-7,625.5,14.35,653,842.7,liver,5xFAD,FAD131_M4
114,[TG(56:6)]_FA18:1,12012023_FAD131_M4_5xFAD_liver_O3on_01,n-9,625.5,14.41,2710,814.7,liver,5xFAD,FAD131_M4
115,[TG(56:6)]_FA18:1,12012023_FAD173_M1_5xFAD_liver_O3on_01,n-7,625.5,14.27,517,842.7,liver,5xFAD,FAD173_M1
116,[TG(56:6)]_FA18:1,12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,625.5,14.32,5795,814.7,liver,5xFAD,FAD173_M1
117,"[TG(56:7),TG(55:0)]_FA16:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-7,651.6,13.02,836,840.8,liver,5xFAD,DOD73_M2
118,"[TG(56:7),TG(55:0)]_FA16:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,651.6,13.07,1236,840.8,liver,5xFAD,FAD131_M1
119,"[TG(56:7),TG(55:0)]_FA16:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,651.6,13.03,808,812.8,liver,5xFAD,FAD131_M1
120,"[TG(56:7),TG(55:0)]_FA16:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-7,651.6,13.07,1568,840.8,liver,5xFAD,FAD131_M2
121,"[TG(56:7),TG(55:0)]_FA16:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,651.6,13.12,1275,812.8,liver,5xFAD,FAD131_M2
122,"[TG(56:7),TG(55:0)]_FA16:1",12012023_FAD131_M4_5xFAD_liver_O3on_01,n-7,651.6,12.98,577,840.8,liver,5xFAD,FAD131_M4
123,"[TG(56:7),TG(55:0)]_FA16:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-7,651.6,12.98,1008,840.8,liver,5xFAD,FAD173_M1
124,"[TG(56:7),TG(55:0)]_FA16:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,651.6,12.99,689,812.8,liver,5xFAD,FAD173_M1
125,"[TG(56:7),TG(55:0)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-7,623.6,13.73,512,840.8,liver,5xFAD,DOD73_M2
126,"[TG(56:7),TG(55:0)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,623.6,13.74,5109,812.8,liver,5xFAD,DOD73_M2
127,"[TG(56:7),TG(55:0)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,623.6,13.69,671,840.8,liver,5xFAD,FAD131_M1
128,"[TG(56:7),TG(55:0)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,623.6,13.78,6617,812.8,liver,5xFAD,FAD131_M1
129,"[TG(56:7),TG(55:0)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,623.6,13.74,8607,812.8,liver,5xFAD,FAD131_M2
130,"[TG(56:7),TG(55:0)]_FA18:1",12012023_FAD131_M4_5xFAD_liver_O3on_01,n-9,623.6,13.74,1854,812.8,liver,5xFAD,FAD131_M4
131,"[TG(56:7),TG(55:0)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-7,623.6,13.69,550,840.8,liver,5xFAD,FAD173_M1
132,"[TG(56:7),TG(55:0)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,623.6,13.74,5887,812.8,liver,5xFAD,FAD173_M1
133,"[TG(57:10),TG(56:3)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-7,631.5,17.15,711,848.7,liver,5xFAD,DOD73_M2
134,"[TG(57:10),TG(56:3)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,631.5,17.25,11653,820.7,liver,5xFAD,DOD73_M2
135,"[TG(57:10),TG(56:3)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,631.5,17.19,5438,848.7,liver,5xFAD,FAD131_M1
136,"[TG(57:10),TG(56:3)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,631.5,17.29,48679,820.7,liver,5xFAD,FAD131_M1
137,"[TG(57:10),TG(56:3)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-7,631.5,17.19,7002,848.7,liver,5xFAD,FAD131_M2
138,"[TG(57:10),TG(56:3)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,631.5,17.25,58396,820.7,liver,5xFAD,FAD131_M2
139,"[TG(57:10),TG(56:3)]_FA18:1",12012023_FAD131_M4_5xFAD_liver_O3on_01,n-9,631.5,17.25,5382,820.7,liver,5xFAD,FAD131_M4
140,"[TG(57:10),TG(56:3)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-7,631.5,17.19,1102,848.7,liver,5xFAD,FAD173_M1
141,"[TG(57:10),TG(56:3)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,631.5,17.25,17373,820.7,liver,5xFAD,FAD173_M1
142,"[TG(57:11),TG(56:4)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-7,629.5,16.04,1822,846.7,liver,5xFAD,DOD73_M2
143,"[TG(57:11),TG(56:4)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,629.5,16.14,11524,818.7,liver,5xFAD,DOD73_M2
144,"[TG(57:11),TG(56:4)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,629.5,16.09,5846,846.7,liver,5xFAD,FAD131_M1
145,"[TG(57:11),TG(56:4)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,629.5,16.09,21789,818.7,liver,5xFAD,FAD131_M1
146,"[TG(57:11),TG(56:4)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-7,629.5,16.04,7550,846.7,liver,5xFAD,FAD131_M2
147,"[TG(57:11),TG(56:4)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,629.5,16.09,23065,818.7,liver,5xFAD,FAD131_M2
148,"[TG(57:11),TG(56:4)]_FA18:1",12012023_FAD131_M4_5xFAD_liver_O3on_01,n-9,629.5,16.14,4900,818.7,liver,5xFAD,FAD131_M4
149,"[TG(57:11),TG(56:4)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-7,629.5,16.04,2459,846.7,liver,5xFAD,FAD173_M1
150,"[TG(57:11),TG(56:4)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,629.5,16.09,16123,818.7,liver,5xFAD,FAD173_M1
151,"[TG(57:12),TG(56:5)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,627.5,15.07,1228,816.7,liver,5xFAD,DOD73_M2
152,"[TG(57:12),TG(56:5)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,627.5,14.93,2148,844.7,liver,5xFAD,FAD131_M1
153,"[TG(57:12),TG(56:5)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,627.5,14.94,6629,816.7,liver,5xFAD,FAD131_M1
154,"[TG(57:12),TG(56:5)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-7,627.5,14.89,1967,844.7,liver,5xFAD,FAD131_M2
155,"[TG(57:12),TG(56:5)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,627.5,15.12,5627,816.7,liver,5xFAD,FAD131_M2
156,"[TG(57:12),TG(56:5)]_FA18:1",12012023_FAD131_M4_5xFAD_liver_O3on_01,n-9,627.5,14.94,2874,816.7,liver,5xFAD,FAD131_M4
157,"[TG(57:12),TG(56:5)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-7,627.5,14.84,669,844.7,liver,5xFAD,FAD173_M1
158,"[TG(57:12),TG(56:5)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,627.5,14.94,4468,816.7,liver,5xFAD,FAD173_M1
159,"[TG(57:9),TG(56:2)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,633.6,18.44,6926,822.8,liver,5xFAD,DOD73_M2
160,"[TG(57:9),TG(56:2)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,633.6,18.44,1663,850.8,liver,5xFAD,FAD131_M1
161,"[TG(57:9),TG(56:2)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,633.6,18.44,23010,822.8,liver,5xFAD,FAD131_M1
162,"[TG(57:9),TG(56:2)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-7,633.6,18.39,2656,850.8,liver,5xFAD,FAD131_M2
163,"[TG(57:9),TG(56:2)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,633.6,18.44,29542,822.8,liver,5xFAD,FAD131_M2
164,"[TG(57:9),TG(56:2)]_FA18:1",12012023_FAD131_M4_5xFAD_liver_O3on_01,n-9,633.6,18.44,1127,822.8,liver,5xFAD,FAD131_M4
165,"[TG(57:9),TG(56:2)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-7,633.6,18.3,798,850.8,liver,5xFAD,FAD173_M1
166,"[TG(57:9),TG(56:2)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,633.6,18.44,9515,822.8,liver,5xFAD,FAD173_M1
167,"[TG(58:7),TG(57:0)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,651.6,14.22,808,840.8,liver,5xFAD,DOD73_M2
168,"[TG(58:7),TG(57:0)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,651.6,14.27,2162,840.8,liver,5xFAD,FAD131_M1
169,"[TG(58:7),TG(57:0)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,651.6,14.22,2006,840.8,liver,5xFAD,FAD131_M2
170,"[TG(58:7),TG(57:0)]_FA18:1",12012023_FAD131_M4_5xFAD_liver_O3on_01,n-9,651.6,14.18,885,840.8,liver,5xFAD,FAD131_M4
171,"[TG(58:7),TG(57:0)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,651.6,14.22,1044,840.8,liver,5xFAD,FAD173_M1
172,"[TG(59:11),TG(58:4)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,657.6,17.15,1534,846.8,liver,5xFAD,DOD73_M2
173,"[TG(59:11),TG(58:4)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,657.6,17.19,1079,874.8,liver,5xFAD,FAD131_M1
174,"[TG(59:11),TG(58:4)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,657.6,17.24,3587,846.8,liver,5xFAD,FAD131_M1
175,"[TG(59:11),TG(58:4)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-7,657.6,17.1,778,874.8,liver,5xFAD,FAD131_M2
176,"[TG(59:11),TG(58:4)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,657.6,17.2,3767,846.8,liver,5xFAD,FAD131_M2
177,"[TG(59:11),TG(58:4)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,657.6,17.2,3132,846.8,liver,5xFAD,FAD173_M1
178,"[TG(59:12),TG(58:5)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,655.5,16.0,590,844.7,liver,5xFAD,DOD73_M2
179,"[TG(59:12),TG(58:5)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,655.5,16.04,770,844.7,liver,5xFAD,FAD131_M1
180,"[TG(59:12),TG(58:5)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,655.5,16.04,619,844.7,liver,5xFAD,FAD131_M2
181,"[TG(59:12),TG(58:5)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,655.5,16.04,642,844.7,liver,5xFAD,FAD173_M1
182,"[TG(59:13),TG(58:6)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,653.5,15.51,1293,842.7,liver,5xFAD,FAD131_M1
183,"[TG(59:13),TG(58:6)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,653.5,15.55,1197,842.7,liver,5xFAD,FAD131_M2
