Lipid,Sample_ID,db,Parent_Ion,Product_Ion,Retention_Time,OzESI_Intensity,Match_Group,Cage,Mouse,Genotype,Biology,Group_Sample,FAC,TG,Group,Max_Intensity,Cluster_RT,Cluster_Ground_Truth_Dif,Area,Area_DDT,Area_DDT_Ratio,SLBG_group
[TG(52:5)]_FA16:1,11292023_DOD94_F4_5xFAD_cereb_O3on_01,n-7,788.7,599.5,12.24,1418.0,1468,DOD94,DOD94_F4,5xFAD,cereb,-1,FA16:1,TG(52:5),48,1418.0,12.2375,0.11249999999999893,211.0,205.0,0.0,8
[TG(52:5)]_FA16:1,11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-7,788.7,599.5,12.02,32122.0,1476,FAD185,FAD185_M3,5xFAD,cereb,-1,FA16:1,TG(52:5),49,32122.0,12.015183333333335,0.334816666666665,2813.0,2745.0,0.05,9
[TG(52:5)]_FA16:1,11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-9,760.7,599.5,12.11,1845.0,876,FAD185,FAD185_M3,5xFAD,cereb,-1,FA16:1,TG(52:5),55,1845.0,12.1119,0.2380999999999993,152.0,127.0,0.05,9
[TG(52:5)]_FA16:1,11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-7,788.7,599.5,12.28,27260.0,1480,FAD189,FAD189_M1,5xFAD,cereb,-1,FA16:1,TG(52:5),50,27260.0,12.281633333333334,0.06836666666666602,3551.0,3417.0,0.06,11
[TG(52:5)]_FA16:1,11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-9,760.7,599.5,12.42,1812.0,880,FAD189,FAD189_M1,5xFAD,cereb,-1,FA16:1,TG(52:5),56,1812.0,12.422766666666668,0.0727666666666682,257.0,218.0,0.06,11
[TG(52:5)]_FA16:1,11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-7,788.7,599.5,12.28,30704.0,1481,FAD189,FAD189_M1,5xFAD,cortex,-1,FA16:1,TG(52:5),51,30704.0,12.281616666666666,0.06838333333333324,4033.0,3458.0,0.08,12
[TG(52:5)]_FA16:1,11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-9,760.7,599.5,12.33,2195.0,881,FAD189,FAD189_M1,5xFAD,cortex,-1,FA16:1,TG(52:5),57,2195.0,12.333916666666667,0.01608333333333256,276.0,261.0,0.08,12
[TG(52:5)]_FA16:1,11292023_FAD189_M2_5xFAD_cortex_O3on_01,n-7,788.7,599.5,12.02,5244.0,1485,FAD189,FAD189_M2,5xFAD,cortex,-1,FA16:1,TG(52:5),52,5244.0,12.015183333333335,0.334816666666665,398.0,383.0,0.15,13
[TG(52:5)]_FA16:1,11292023_FAD189_M2_5xFAD_cortex_O3on_01,n-9,760.7,599.5,12.11,1003.0,885,FAD189,FAD189_M2,5xFAD,cortex,-1,FA16:1,TG(52:5),58,1003.0,12.111883333333333,0.23811666666666653,84.0,58.0,0.15,13
[TG(52:5)]_FA16:1,11292023_FAD185_M3_5xFAD_dienc_O3on_01,n-7,788.7,599.5,12.02,18752.0,1478,FAD185,FAD185_M3,5xFAD,dienc,-1,FA16:1,TG(52:5),53,18752.0,12.015466666666667,0.3345333333333329,1439.0,1360.0,0.04,10
[TG(52:5)]_FA16:1,11292023_FAD185_M3_5xFAD_dienc_O3on_01,n-9,760.7,599.5,12.11,734.0,878,FAD185,FAD185_M3,5xFAD,dienc,-1,FA16:1,TG(52:5),59,734.0,12.111916666666668,0.2380833333333321,81.0,55.0,0.04,10
"[TG(55:11),TG(54:4)]_FA16:1",11292023_FAD185_M3_5xFAD_dienc_O3on_01,n-7,818.7,629.5,14.4,1822.0,2174,FAD185,FAD185_M3,5xFAD,dienc,-1,FA16:1,"TG(54:4), TG(55:11)",282,1822.0,14.404066666666667,0.035933333333332484,179.0,145.0,0.0,64
[TG(50:3)]_FA18:1,11292023_DOD94_F4_5xFAD_cereb_O3on_01,n-9,736.7,547.5,13.49,2048.0,508,DOD94,DOD94_F4,5xFAD,cereb,-1,FA18:1,TG(50:3),27,2048.0,13.493233333333334,0.05676666666666641,461.0,402.0,,0
[TG(50:3)]_FA18:1,11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-7,764.7,547.5,13.27,644.0,948,FAD185,FAD185_M3,5xFAD,cereb,-1,FA18:1,TG(50:3),19,644.0,13.265583333333334,0.284416666666667,94.0,76.0,8.47,2
[TG(50:3)]_FA18:1,11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-9,736.7,547.5,13.4,3761.0,516,FAD185,FAD185_M3,5xFAD,cereb,-1,FA18:1,TG(50:3),28,3761.0,13.404383333333334,0.14561666666666717,652.0,644.0,8.47,2
[TG(50:3)]_FA18:1,11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-9,736.7,547.5,13.67,3350.0,520,FAD189,FAD189_M1,5xFAD,cereb,-1,FA18:1,TG(50:3),29,3350.0,13.670850000000002,0.12085000000000079,778.0,736.0,,5
[TG(50:3)]_FA18:1,11292023_DOD94_F4_5xFAD_cortex_O3on_01,n-9,736.7,547.5,13.58,1122.0,509,DOD94,DOD94_F4,5xFAD,cortex,-1,FA18:1,TG(50:3),30,1122.0,13.582016666666668,0.03201666666666725,251.0,197.0,,1
[TG(50:3)]_FA18:1,11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-7,764.7,547.5,13.49,406.0,953,FAD189,FAD189_M1,5xFAD,cortex,-1,FA18:1,TG(50:3),22,406.0,13.4876,0.06240000000000023,68.0,53.0,15.62,6
[TG(50:3)]_FA18:1,11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-9,736.7,547.5,13.63,4647.0,521,FAD189,FAD189_M1,5xFAD,cortex,-1,FA18:1,TG(50:3),31,4647.0,13.626416666666668,0.0764166666666668,869.0,828.0,15.62,6
[TG(50:3)]_FA18:1,11292023_FAD189_M2_5xFAD_cortex_O3on_01,n-9,736.7,547.5,13.23,645.0,525,FAD189,FAD189_M2,5xFAD,cortex,-1,FA18:1,TG(50:3),32,645.0,13.226766666666668,0.3232333333333326,128.0,159.0,,7
[TG(50:3)]_FA18:1,11292023_FAD185_M3_5xFAD_dienc_O3on_01,n-9,736.7,547.5,13.4,2396.0,518,FAD185,FAD185_M3,5xFAD,dienc,-1,FA18:1,TG(50:3),33,2396.0,13.404416666666668,0.14558333333333273,347.0,354.0,,3
[TG(50:3)]_FA18:1,11292023_FAD185_M3_5xFAD_hippo_O3on_01,n-9,736.7,547.5,13.36,696.0,519,FAD185,FAD185_M3,5xFAD,hippo,-1,FA18:1,TG(50:3),35,696.0,13.360000000000001,0.1899999999999995,121.0,109.0,,4
[TG(54:5)]_FA18:1,11292023_DOD93_F4_5xFAD_cereb_O3on_01,n-9,788.7,599.5,13.48,967.0,1464,DOD93,DOD93_F4,5xFAD,cereb,-1,FA18:1,TG(54:5),140,967.0,13.480633333333333,0.020633333333332615,104.0,101.0,,14
[TG(54:5)]_FA18:1,11292023_DOD94_F4_5xFAD_cereb_O3on_01,n-7,816.7,599.5,13.38,423.0,2092,DOD94,DOD94_F4,5xFAD,cereb,-1,FA18:1,TG(54:5),117,423.0,13.383550000000001,0.07644999999999946,39.0,13.0,37.23,18
[TG(54:5)]_FA18:1,11292023_DOD94_F4_5xFAD_cereb_O3on_01,n-9,788.7,599.5,13.48,3508.0,1468,DOD94,DOD94_F4,5xFAD,cereb,-1,FA18:1,TG(54:5),141,3508.0,13.480633333333333,0.020633333333332615,467.0,484.0,37.23,18
[TG(54:5)]_FA18:1,11292023_FAD185_M1_5xFAD_cereb_O3on_01,n-9,788.7,599.5,13.48,1967.0,1472,FAD185,FAD185_M1,5xFAD,cereb,-1,FA18:1,TG(54:5),142,1967.0,13.480616666666668,0.02061666666666717,272.0,214.0,,22
[TG(54:5)]_FA18:1,11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-7,816.7,599.5,13.16,1828.0,2100,FAD185,FAD185_M3,5xFAD,cereb,-1,FA18:1,TG(54:5),119,1828.0,13.1615,0.29850000000000065,349.0,291.0,11.01,26
[TG(54:5)]_FA18:1,11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-9,788.7,599.5,13.26,33090.0,1476,FAD185,FAD185_M3,5xFAD,cereb,-1,FA18:1,TG(54:5),143,33090.0,13.258566666666667,0.20143333333333402,3526.0,3204.0,11.01,26
[TG(54:5)]_FA18:1,11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-7,816.7,599.5,13.43,1792.0,2104,FAD189,FAD189_M1,5xFAD,cereb,-1,FA18:1,TG(54:5),120,1792.0,13.427950000000001,0.03204999999999991,289.0,235.0,13.49,29
[TG(54:5)]_FA18:1,11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-9,788.7,599.5,13.53,24908.0,1480,FAD189,FAD189_M1,5xFAD,cereb,-1,FA18:1,TG(54:5),144,24908.0,13.525033333333335,0.06503333333333394,3190.0,3169.0,13.49,29
[TG(54:5)]_FA18:1,11292023_FAD189_M2_5xFAD_cereb_O3on_01,n-7,816.7,599.5,13.16,2979.0,2108,FAD189,FAD189_M2,5xFAD,cereb,-1,FA18:1,TG(54:5),121,2979.0,13.1615,0.29850000000000065,324.0,316.0,10.89,33
[TG(54:5)]_FA18:1,11292023_FAD189_M2_5xFAD_cereb_O3on_01,n-9,788.7,599.5,13.21,22698.0,1484,FAD189,FAD189_M2,5xFAD,cereb,-1,FA18:1,TG(54:5),145,22698.0,13.214166666666667,0.24583333333333357,3536.0,3441.0,10.89,33
[TG(54:5)]_FA18:1,11292023_DOD93_F4_5xFAD_cortex_O3on_01,n-9,788.7,599.5,13.53,1047.0,1465,DOD93,DOD93_F4,5xFAD,cortex,-1,FA18:1,TG(54:5),146,1047.0,13.525300000000001,0.06530000000000058,172.0,246.0,,15
[TG(54:5)]_FA18:1,11292023_DOD94_F4_5xFAD_cortex_O3on_01,n-9,788.7,599.5,13.48,1140.0,1469,DOD94,DOD94_F4,5xFAD,cortex,-1,FA18:1,TG(54:5),147,1140.0,13.480866666666667,0.02086666666666659,161.0,158.0,,19
[TG(54:5)]_FA18:1,11292023_FAD185_M1_5xFAD_cortex_O3on_01,n-9,788.7,599.5,13.48,4133.0,1473,FAD185,FAD185_M1,5xFAD,cortex,-1,FA18:1,TG(54:5),148,4133.0,13.480633333333333,0.020633333333332615,406.0,544.0,,23
[TG(54:5)]_FA18:1,11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-7,816.7,599.5,13.47,1563.0,2105,FAD189,FAD189_M1,5xFAD,cortex,-1,FA18:1,TG(54:5),126,1563.0,13.472333333333333,0.012333333333332419,299.0,275.0,13.11,30
[TG(54:5)]_FA18:1,11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-9,788.7,599.5,13.52,25526.0,1481,FAD189,FAD189_M1,5xFAD,cortex,-1,FA18:1,TG(54:5),150,25526.0,13.525,0.0649999999999995,3728.0,3606.0,13.11,30
[TG(54:5)]_FA18:1,11292023_FAD189_M2_5xFAD_cortex_O3on_01,n-7,816.7,599.5,13.21,632.0,2109,FAD189,FAD189_M2,5xFAD,cortex,-1,FA18:1,TG(54:5),127,632.0,13.205916666666667,0.2540833333333339,59.0,36.0,13.08,34
[TG(54:5)]_FA18:1,11292023_FAD189_M2_5xFAD_cortex_O3on_01,n-9,788.7,599.5,13.26,6331.0,1485,FAD189,FAD189_M2,5xFAD,cortex,-1,FA18:1,TG(54:5),151,6331.0,13.25885,0.20115000000000016,455.0,471.0,13.08,34
[TG(54:5)]_FA18:1,11292023_DOD93_F4_5xFAD_dienc_O3on_01,n-9,788.7,599.5,13.48,1571.0,1466,DOD93,DOD93_F4,5xFAD,dienc,-1,FA18:1,TG(54:5),152,1571.0,13.480616666666668,0.02061666666666717,205.0,203.0,,16
[TG(54:5)]_FA18:1,11292023_DOD94_F4_5xFAD_dienc_O3on_01,n-9,788.7,599.5,13.66,640.0,1470,DOD94,DOD94_F4,5xFAD,dienc,-1,FA18:1,TG(54:5),153,640.0,13.6585,0.19849999999999923,102.0,94.0,,20
[TG(54:5)]_FA18:1,11292023_FAD185_M1_5xFAD_dienc_O3on_01,n-9,788.7,599.5,13.48,2224.0,1474,FAD185,FAD185_M1,5xFAD,dienc,-1,FA18:1,TG(54:5),154,2224.0,13.480883333333335,0.02088333333333381,222.0,210.0,,24
[TG(54:5)]_FA18:1,11292023_FAD185_M3_5xFAD_dienc_O3on_01,n-7,816.7,599.5,13.21,3479.0,2102,FAD185,FAD185_M3,5xFAD,dienc,-1,FA18:1,TG(54:5),131,3479.0,13.205916666666667,0.2540833333333339,296.0,265.0,8.29,27
[TG(54:5)]_FA18:1,11292023_FAD185_M3_5xFAD_dienc_O3on_01,n-9,788.7,599.5,13.26,25065.0,1478,FAD185,FAD185_M3,5xFAD,dienc,-1,FA18:1,TG(54:5),155,25065.0,13.258600000000001,0.20139999999999958,2375.0,2198.0,8.29,27
[TG(54:5)]_FA18:1,11292023_FAD189_M1_5xFAD_dienc_O3on_01,n-7,816.7,599.5,13.47,761.0,2106,FAD189,FAD189_M1,5xFAD,dienc,-1,FA18:1,TG(54:5),132,761.0,13.472366666666668,0.012366666666666859,95.0,98.0,5.94,31
[TG(54:5)]_FA18:1,11292023_FAD189_M1_5xFAD_dienc_O3on_01,n-9,788.7,599.5,13.53,5131.0,1482,FAD189,FAD189_M1,5xFAD,dienc,-1,FA18:1,TG(54:5),156,5131.0,13.52505,0.06504999999999939,587.0,582.0,5.94,31
[TG(54:5)]_FA18:1,11292023_DOD93_F4_5xFAD_hippo_O3on_01,n-9,788.7,599.5,13.66,483.0,1467,DOD93,DOD93_F4,5xFAD,hippo,-1,FA18:1,TG(54:5),158,483.0,13.658516666666667,0.19851666666666645,97.0,122.0,,17
[TG(54:5)]_FA18:1,11292023_DOD94_F4_5xFAD_hippo_O3on_01,n-9,788.7,599.5,13.57,623.0,1471,DOD94,DOD94_F4,5xFAD,hippo,-1,FA18:1,TG(54:5),159,623.0,13.569433333333334,0.1094333333333335,100.0,150.0,,21
[TG(54:5)]_FA18:1,11292023_FAD185_M1_5xFAD_hippo_O3on_01,n-9,788.7,599.5,13.48,920.0,1475,FAD185,FAD185_M1,5xFAD,hippo,-1,FA18:1,TG(54:5),160,920.0,13.4809,0.020899999999999253,163.0,152.0,,25
[TG(54:5)]_FA18:1,11292023_FAD185_M3_5xFAD_hippo_O3on_01,n-7,816.7,599.5,13.25,430.0,2103,FAD185,FAD185_M3,5xFAD,hippo,-1,FA18:1,TG(54:5),137,430.0,13.250333333333334,0.2096666666666671,52.0,17.0,40.35,28
[TG(54:5)]_FA18:1,11292023_FAD185_M3_5xFAD_hippo_O3on_01,n-9,788.7,599.5,13.26,8419.0,1479,FAD185,FAD185_M3,5xFAD,hippo,-1,FA18:1,TG(54:5),161,8419.0,13.258600000000001,0.20139999999999958,703.0,686.0,40.35,28
[TG(54:5)]_FA18:1,11292023_FAD189_M1_5xFAD_hippo_O3on_01,n-9,788.7,599.5,13.53,1241.0,1483,FAD189,FAD189_M1,5xFAD,hippo,-1,FA18:1,TG(54:5),162,1241.0,13.525016666666668,0.06501666666666672,173.0,238.0,,32
[TG(54:5)]_FA18:1,11292023_FAD189_M2_5xFAD_hippo_O3on_01,n-9,788.7,599.5,13.26,815.0,1487,FAD189,FAD189_M2,5xFAD,hippo,-1,FA18:1,TG(54:5),163,815.0,13.258566666666667,0.20143333333333402,81.0,67.0,,35
[TG(54:6)]_FA18:1,11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-7,814.7,597.5,12.1,518.0,2052,FAD185,FAD185_M3,5xFAD,cereb,-1,FA18:1,TG(54:6),174,518.0,12.096316666666667,0.033683333333334176,62.0,22.0,9.86,36
[TG(54:6)]_FA18:1,11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-9,786.7,597.5,12.15,2634.0,1452,FAD185,FAD185_M3,5xFAD,cereb,-1,FA18:1,TG(54:6),179,2634.0,12.148966666666666,0.018966666666665688,239.0,217.0,9.86,36
[TG(54:6)]_FA18:1,11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-9,786.7,597.5,12.46,3179.0,1456,FAD189,FAD189_M1,5xFAD,cereb,-1,FA18:1,TG(54:6),180,3179.0,12.459833333333334,0.3298333333333332,450.0,430.0,,38
[TG(54:6)]_FA18:1,11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-9,786.7,597.5,12.46,2368.0,1457,FAD189,FAD189_M1,5xFAD,cortex,-1,FA18:1,TG(54:6),181,2368.0,12.459800000000001,0.32980000000000054,399.0,385.0,,39
[TG(54:6)]_FA18:1,11292023_FAD189_M2_5xFAD_cortex_O3on_01,n-9,786.7,597.5,12.15,1109.0,1461,FAD189,FAD189_M2,5xFAD,cortex,-1,FA18:1,TG(54:6),182,1109.0,12.148966666666666,0.018966666666665688,90.0,63.0,,40
[TG(54:6)]_FA18:1,11292023_FAD185_M3_5xFAD_dienc_O3on_01,n-9,786.7,597.5,12.19,1487.0,1454,FAD185,FAD185_M3,5xFAD,dienc,-1,FA18:1,TG(54:6),183,1487.0,12.193383333333333,0.06338333333333246,145.0,124.0,,37
"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD93_F4_5xFAD_cereb_O3on_01,n-7,820.7,603.5,15.78,442.0,2184,DOD93,DOD93_F4,5xFAD,cereb,-1,FA18:1,"TG(54:3), TG(55:10)",232,442.0,15.780083333333334,0.07991666666666575,47.0,14.0,140.07,41
"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD93_F4_5xFAD_cereb_O3on_01,n-9,792.7,603.5,15.88,9306.0,1584,DOD93,DOD93_F4,5xFAD,cereb,-1,FA18:1,"TG(54:3), TG(55:10)",256,9306.0,15.877116666666668,0.017116666666668223,2035.0,1961.0,140.07,41
"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD94_F4_5xFAD_cereb_O3on_01,n-7,820.7,603.5,15.78,1092.0,2188,DOD94,DOD94_F4,5xFAD,cereb,-1,FA18:1,"TG(54:3), TG(55:10)",233,1092.0,15.780083333333334,0.07991666666666575,119.0,92.0,33.05,45
"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD94_F4_5xFAD_cereb_O3on_01,n-9,792.7,603.5,15.79,15770.0,1588,DOD94,DOD94_F4,5xFAD,cereb,-1,FA18:1,"TG(54:3), TG(55:10)",257,15770.0,15.788300000000001,0.0716999999999981,3167.0,3041.0,33.05,45
