Lipid,Sample_ID,db,Parent_Ion,Product_Ion,Retention_Time,OzESI_Intensity,Match_Group,Correct_RT,Max_Intensity,Cage,Mouse,Genotype,Biology,FAC,TG,Group,Cluster_RT,Cluster_Ground_Truth_Dif,Area,Area_DDT,Area_DDT_Ratio,SLBG_group
[TG(52:5)]_FA16:1,12012023_DOD73_M2_5xFAD_liver_O3on_01,n-10,746.6,599.5,12.74,419.0,130,11.67,1444.0,DOD73,DOD73_M2,5xFAD,liver,FA16:1,TG(52:5),20,12.74,0.120000000000001,20.0,43.0,0.13,5
[TG(52:5)]_FA16:1,12012023_DOD73_M2_5xFAD_liver_O3on_01,n-7,788.7,599.5,12.64,49192.0,305,12.64,49192.0,DOD73,DOD73_M2,5xFAD,liver,FA16:1,TG(52:5),30,12.64,0.02000000000000135,4785.0,4721.0,0.13,5
[TG(52:5)]_FA16:1,12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,760.7,599.5,12.69,5585.0,180,12.69,5585.0,DOD73,DOD73_M2,5xFAD,liver,FA16:1,TG(52:5),35,12.69,0.07000000000000028,635.0,614.0,0.13,5
[TG(52:5)]_FA16:1,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-10,746.6,599.5,12.43,439.0,131,11.72,1623.0,FAD131,FAD131_M1,5xFAD,liver,FA16:1,TG(52:5),21,12.43,0.1899999999999995,40.0,34.0,6.91,6
[TG(52:5)]_FA16:1,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,788.7,599.5,12.59,9876.0,306,13.88,52768.0,FAD131,FAD131_M1,5xFAD,liver,FA16:1,TG(52:5),31,12.59,0.02999999999999936,201.0,201.0,6.91,6
[TG(52:5)]_FA16:1,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,760.7,599.5,12.73,14527.0,181,12.73,14527.0,FAD131,FAD131_M1,5xFAD,liver,FA16:1,TG(52:5),36,12.73,0.11000000000000121,1529.0,1389.0,6.91,6
[TG(52:5)]_FA16:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-10,746.6,599.5,12.78,376.0,132,11.67,1624.0,FAD131,FAD131_M2,5xFAD,liver,FA16:1,TG(52:5),22,12.78,0.16000000000000014,31.0,14.0,0.38,7
[TG(52:5)]_FA16:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-7,788.7,599.5,12.64,44874.0,307,13.88,58631.0,FAD131,FAD131_M2,5xFAD,liver,FA16:1,TG(52:5),32,12.64,0.02000000000000135,6089.0,5734.0,0.38,7
[TG(52:5)]_FA16:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,760.7,599.5,12.73,20182.0,182,12.73,20182.0,FAD131,FAD131_M2,5xFAD,liver,FA16:1,TG(52:5),37,12.73,0.11000000000000121,2483.0,2164.0,0.38,7
[TG(52:5)]_FA16:1,12012023_FAD131_M4_5xFAD_liver_O3on_01,n-10,746.6,599.5,12.78,360.0,133,12.96,665.0,FAD131,FAD131_M4,5xFAD,liver,FA16:1,TG(52:5),23,12.78,0.16000000000000014,29.0,13.0,0.2,8
[TG(52:5)]_FA16:1,12012023_FAD131_M4_5xFAD_liver_O3on_01,n-7,788.7,599.5,12.64,31804.0,308,12.64,31804.0,FAD131,FAD131_M4,5xFAD,liver,FA16:1,TG(52:5),33,12.64,0.02000000000000135,3807.0,3309.0,0.2,8
[TG(52:5)]_FA16:1,12012023_FAD131_M4_5xFAD_liver_O3on_01,n-9,760.7,599.5,12.69,6253.0,183,12.69,6253.0,FAD131,FAD131_M4,5xFAD,liver,FA16:1,TG(52:5),38,12.69,0.07000000000000028,681.0,661.0,0.2,8
[TG(52:5)]_FA16:1,12012023_FAD173_M1_5xFAD_liver_O3on_01,n-10,746.6,599.5,12.43,292.0,134,11.67,926.0,FAD173,FAD173_M1,5xFAD,liver,FA16:1,TG(52:5),24,12.43,0.1899999999999995,25.0,9.0,0.55,9
[TG(52:5)]_FA16:1,12012023_FAD173_M1_5xFAD_liver_O3on_01,n-7,788.7,599.5,12.64,50976.0,309,12.64,50976.0,FAD173,FAD173_M1,5xFAD,liver,FA16:1,TG(52:5),34,12.64,0.02000000000000135,4008.0,3847.0,0.55,9
[TG(52:5)]_FA16:1,12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,760.7,599.5,12.69,16993.0,184,12.69,16993.0,FAD173,FAD173_M1,5xFAD,liver,FA16:1,TG(52:5),39,12.69,0.07000000000000028,2292.0,2117.0,0.55,9
"[TG(55:11),TG(54:4)]_FA16:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-7,818.7,629.5,14.98,6641.0,450,16.14,11524.0,DOD73,DOD73_M2,5xFAD,liver,FA16:1,"TG(54:4), TG(55:11)",134,14.98,0.009999999999999787,725.0,674.0,0.0,28
"[TG(55:11),TG(54:4)]_FA16:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,818.7,629.5,14.94,12478.0,451,16.09,21789.0,FAD131,FAD131_M1,5xFAD,liver,FA16:1,"TG(54:4), TG(55:11)",135,14.94,0.030000000000001137,1601.0,1563.0,0.09,29
"[TG(55:11),TG(54:4)]_FA16:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,790.7,629.5,15.08,1716.0,321,15.12,1752.0,FAD131,FAD131_M1,5xFAD,liver,FA16:1,"TG(54:4), TG(55:11)",140,15.08,0.10999999999999943,78.0,133.0,0.09,29
"[TG(55:11),TG(54:4)]_FA16:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-12,748.6,629.5,14.87,181.0,142,13.58,1315.0,FAD131,FAD131_M2,5xFAD,liver,FA16:1,"TG(54:4), TG(55:11)",131,14.87,0.10000000000000142,16.0,0.0,0.14,30
"[TG(55:11),TG(54:4)]_FA16:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-7,818.7,629.5,14.94,10225.0,452,16.09,23065.0,FAD131,FAD131_M2,5xFAD,liver,FA16:1,"TG(54:4), TG(55:11)",136,14.94,0.030000000000001137,1504.0,1379.0,0.14,30
"[TG(55:11),TG(54:4)]_FA16:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,790.7,629.5,15.08,2796.0,322,15.08,2796.0,FAD131,FAD131_M2,5xFAD,liver,FA16:1,"TG(54:4), TG(55:11)",141,15.08,0.10999999999999943,215.0,199.0,0.14,30
"[TG(55:11),TG(54:4)]_FA16:1",12012023_FAD131_M4_5xFAD_liver_O3on_01,n-7,818.7,629.5,14.94,4048.0,453,16.14,4900.0,FAD131,FAD131_M4,5xFAD,liver,FA16:1,"TG(54:4), TG(55:11)",137,14.94,0.030000000000001137,342.0,367.0,0.0,31
"[TG(55:11),TG(54:4)]_FA16:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-7,818.7,629.5,14.94,9752.0,454,16.09,16123.0,FAD173,FAD173_M1,5xFAD,liver,FA16:1,"TG(54:4), TG(55:11)",138,14.94,0.030000000000001137,1150.0,1069.0,0.0,32
"[TG(56:7),]_FA16:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-7,840.8,651.6,12.89,1356.0,520,12.89,1356.0,DOD73,DOD73_M2,5xFAD,liver,FA16:1,TG(56:7),274,12.89,0.11999999999999922,135.0,149.0,0.0,62
"[TG(56:7),]_FA16:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,840.8,651.6,12.93,1283.0,521,14.27,2162.0,FAD131,FAD131_M1,5xFAD,liver,FA16:1,TG(56:7),275,12.93,0.08000000000000007,195.0,189.0,0.29,63
"[TG(56:7),]_FA16:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,812.8,651.6,13.03,808.0,421,13.03,808.0,FAD131,FAD131_M1,5xFAD,liver,FA16:1,TG(56:7),280,13.03,0.019999999999999574,62.0,55.0,0.29,63
"[TG(56:7),]_FA16:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-7,840.8,651.6,13.07,1568.0,522,14.22,2006.0,FAD131,FAD131_M2,5xFAD,liver,FA16:1,TG(56:7),276,13.07,0.0600000000000005,181.0,222.0,0.0,64
"[TG(56:7),]_FA16:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,812.8,651.6,12.94,211.0,422,13.12,1275.0,FAD131,FAD131_M2,5xFAD,liver,FA16:1,TG(56:7),281,12.94,0.07000000000000028,20.0,0.0,0.0,64
"[TG(56:7),]_FA16:1",12012023_FAD131_M4_5xFAD_liver_O3on_01,n-7,840.8,651.6,12.98,577.0,523,14.18,885.0,FAD131,FAD131_M4,5xFAD,liver,FA16:1,TG(56:7),277,12.98,0.02999999999999936,54.0,39.0,0.0,65
"[TG(56:7),]_FA16:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-7,840.8,651.6,13.07,748.0,524,12.85,1222.0,FAD173,FAD173_M1,5xFAD,liver,FA16:1,TG(56:7),278,13.07,0.0600000000000005,85.0,94.0,0.74,66
"[TG(56:7),]_FA16:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,812.8,651.6,12.99,689.0,424,12.99,689.0,FAD173,FAD173_M1,5xFAD,liver,FA16:1,TG(56:7),283,12.99,0.019999999999999574,72.0,70.0,0.74,66
[TG(50:3)]_FA18:1,12012023_DOD73_M2_5xFAD_liver_O3on_01,n-10,722.7,547.5,13.94,354.0,85,12.83,606.0,DOD73,DOD73_M2,5xFAD,liver,FA18:1,TG(50:3),0,13.94,0.009999999999999787,43.0,20.0,19.37,0
[TG(50:3)]_FA18:1,12012023_DOD73_M2_5xFAD_liver_O3on_01,n-7,764.7,547.5,13.89,1214.0,195,13.89,1214.0,DOD73,DOD73_M2,5xFAD,liver,FA18:1,TG(50:3),10,13.89,0.05999999999999872,170.0,86.0,19.37,0
[TG(50:3)]_FA18:1,12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,736.7,547.5,13.94,13197.0,105,12.69,20331.0,DOD73,DOD73_M2,5xFAD,liver,FA18:1,TG(50:3),15,13.94,0.009999999999999787,1899.0,1666.0,19.37,0
[TG(50:3)]_FA18:1,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-10,722.7,547.5,14.03,472.0,86,12.83,1138.0,FAD131,FAD131_M1,5xFAD,liver,FA18:1,TG(50:3),1,14.03,0.08000000000000007,45.0,18.0,10.49,1
[TG(50:3)]_FA18:1,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,764.7,547.5,13.93,2417.0,196,13.93,2417.0,FAD131,FAD131_M1,5xFAD,liver,FA18:1,TG(50:3),11,13.93,0.019999999999999574,455.0,364.0,10.49,1
[TG(50:3)]_FA18:1,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,736.7,547.5,13.98,32075.0,106,13.98,32075.0,FAD131,FAD131_M1,5xFAD,liver,FA18:1,TG(50:3),16,13.98,0.030000000000001137,4096.0,3817.0,10.49,1
[TG(50:3)]_FA18:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-10,722.7,547.5,13.94,395.0,87,12.87,1247.0,FAD131,FAD131_M2,5xFAD,liver,FA18:1,TG(50:3),2,13.94,0.009999999999999787,49.0,35.0,9.79,2
[TG(50:3)]_FA18:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-7,764.7,547.5,13.93,4463.0,197,13.93,4463.0,FAD131,FAD131_M2,5xFAD,liver,FA18:1,TG(50:3),12,13.93,0.019999999999999574,525.0,569.0,9.79,2
[TG(50:3)]_FA18:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,736.7,547.5,13.98,44610.0,107,13.98,44610.0,FAD131,FAD131_M2,5xFAD,liver,FA18:1,TG(50:3),17,13.98,0.030000000000001137,6899.0,5568.0,9.79,2
[TG(50:3)]_FA18:1,12012023_FAD131_M4_5xFAD_liver_O3on_01,n-7,764.7,547.5,13.89,1084.0,198,13.89,1084.0,FAD131,FAD131_M4,5xFAD,liver,FA18:1,TG(50:3),13,13.89,0.05999999999999872,131.0,117.0,7.68,3
[TG(50:3)]_FA18:1,12012023_FAD131_M4_5xFAD_liver_O3on_01,n-9,736.7,547.5,13.98,7339.0,108,13.98,7339.0,FAD131,FAD131_M4,5xFAD,liver,FA18:1,TG(50:3),18,13.98,0.030000000000001137,1013.0,898.0,7.68,3
[TG(50:3)]_FA18:1,12012023_FAD173_M1_5xFAD_liver_O3on_01,n-7,764.7,547.5,13.89,1142.0,199,13.89,1142.0,FAD173,FAD173_M1,5xFAD,liver,FA18:1,TG(50:3),14,13.89,0.05999999999999872,166.0,179.0,10.81,4
[TG(50:3)]_FA18:1,12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,736.7,547.5,13.94,15215.0,109,12.69,20562.0,FAD173,FAD173_M1,5xFAD,liver,FA18:1,TG(50:3),19,13.94,0.009999999999999787,2061.0,1935.0,10.81,4
"[TG(52:7),]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,756.7,567.5,17.0,952.0,162,17.0,952.0,FAD131,FAD131_M2,5xFAD,liver,FA18:1,TG(52:7),63,17.0,0.019999999999999574,115.0,131.0,,12
[TG(54:5)]_FA18:1,12012023_DOD73_M2_5xFAD_liver_O3on_01,n-10,774.6,599.5,13.84,202.0,230,12.77,1135.0,DOD73,DOD73_M2,5xFAD,liver,FA18:1,TG(54:5),64,13.84,0.019999999999999574,28.0,24.0,7.19,13
[TG(54:5)]_FA18:1,12012023_DOD73_M2_5xFAD_liver_O3on_01,n-7,816.7,599.5,13.78,5788.0,435,13.78,5788.0,DOD73,DOD73_M2,5xFAD,liver,FA18:1,TG(54:5),74,13.78,0.08000000000000007,670.0,637.0,7.19,13
[TG(54:5)]_FA18:1,12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,788.7,599.5,13.84,38262.0,305,12.64,49192.0,DOD73,DOD73_M2,5xFAD,liver,FA18:1,TG(54:5),79,13.84,0.019999999999999574,4706.0,4577.0,7.19,13
[TG(54:5)]_FA18:1,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,816.7,599.5,13.83,9143.0,436,13.83,9143.0,FAD131,FAD131_M1,5xFAD,liver,FA18:1,TG(54:5),75,13.83,0.02999999999999936,1246.0,1081.0,6.18,14
[TG(54:5)]_FA18:1,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,788.7,599.5,13.88,52768.0,306,13.88,52768.0,FAD131,FAD131_M1,5xFAD,liver,FA18:1,TG(54:5),80,13.88,0.02000000000000135,6701.0,6679.0,6.18,14
[TG(54:5)]_FA18:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-10,774.6,599.5,13.88,588.0,232,12.69,1114.0,FAD131,FAD131_M2,5xFAD,liver,FA18:1,TG(54:5),66,13.88,0.02000000000000135,51.0,23.0,6.48,15
[TG(54:5)]_FA18:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-7,816.7,599.5,13.78,12026.0,437,13.78,12026.0,FAD131,FAD131_M2,5xFAD,liver,FA18:1,TG(54:5),76,13.78,0.08000000000000007,1324.0,1170.0,6.48,15
[TG(54:5)]_FA18:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,788.7,599.5,13.88,58631.0,307,13.88,58631.0,FAD131,FAD131_M2,5xFAD,liver,FA18:1,TG(54:5),81,13.88,0.02000000000000135,7718.0,7587.0,6.48,15
[TG(54:5)]_FA18:1,12012023_FAD131_M4_5xFAD_liver_O3on_01,n-10,774.6,599.5,13.88,486.0,233,12.73,818.0,FAD131,FAD131_M4,5xFAD,liver,FA18:1,TG(54:5),67,13.88,0.02000000000000135,41.0,13.0,5.58,16
[TG(54:5)]_FA18:1,12012023_FAD131_M4_5xFAD_liver_O3on_01,n-12,746.6,599.5,13.8,163.0,133,12.96,665.0,FAD131,FAD131_M4,5xFAD,liver,FA18:1,TG(54:5),72,13.8,0.05999999999999872,16.0,0.0,5.58,16
[TG(54:5)]_FA18:1,12012023_FAD131_M4_5xFAD_liver_O3on_01,n-7,816.7,599.5,13.78,5135.0,438,13.78,5135.0,FAD131,FAD131_M4,5xFAD,liver,FA18:1,TG(54:5),77,13.78,0.08000000000000007,537.0,483.0,5.58,16
[TG(54:5)]_FA18:1,12012023_FAD131_M4_5xFAD_liver_O3on_01,n-9,788.7,599.5,13.88,30665.0,308,12.64,31804.0,FAD131,FAD131_M4,5xFAD,liver,FA18:1,TG(54:5),82,13.88,0.02000000000000135,2794.0,2695.0,5.58,16
[TG(54:5)]_FA18:1,12012023_FAD173_M1_5xFAD_liver_O3on_01,n-10,774.6,599.5,13.93,159.0,234,12.73,1468.0,FAD173,FAD173_M1,5xFAD,liver,FA18:1,TG(54:5),68,13.93,0.07000000000000028,25.0,8.0,5.9,17
[TG(54:5)]_FA18:1,12012023_FAD173_M1_5xFAD_liver_O3on_01,n-7,816.7,599.5,13.78,8106.0,439,13.78,8106.0,FAD173,FAD173_M1,5xFAD,liver,FA18:1,TG(54:5),78,13.78,0.08000000000000007,809.0,724.0,5.9,17
[TG(54:5)]_FA18:1,12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,788.7,599.5,13.84,45432.0,309,12.64,50976.0,FAD173,FAD173_M1,5xFAD,liver,FA18:1,TG(54:5),83,13.84,0.019999999999999574,4305.0,4274.0,5.9,17
[TG(54:6)]_FA18:1,12012023_DOD73_M2_5xFAD_liver_O3on_01,n-7,814.7,597.5,12.76,597.0,425,12.76,597.0,DOD73,DOD73_M2,5xFAD,liver,FA18:1,TG(54:6),94,12.76,0.009999999999999787,94.0,79.0,13.94,18
[TG(54:6)]_FA18:1,12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,786.7,597.5,12.77,10734.0,300,12.77,10734.0,DOD73,DOD73_M2,5xFAD,liver,FA18:1,TG(54:6),99,12.77,0.019999999999999574,1241.0,1101.0,13.94,18
[TG(54:6)]_FA18:1,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,814.7,597.5,12.72,1291.0,426,12.72,1291.0,FAD131,FAD131_M1,5xFAD,liver,FA18:1,TG(54:6),95,12.72,0.02999999999999936,166.0,158.0,7.62,19
[TG(54:6)]_FA18:1,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,786.7,597.5,12.82,10041.0,301,11.53,10903.0,FAD131,FAD131_M1,5xFAD,liver,FA18:1,TG(54:6),100,12.82,0.07000000000000028,1258.0,1204.0,7.62,19
[TG(54:6)]_FA18:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-7,814.7,597.5,12.76,1439.0,427,12.76,1439.0,FAD131,FAD131_M2,5xFAD,liver,FA18:1,TG(54:6),96,12.76,0.009999999999999787,223.0,190.0,5.48,20
[TG(54:6)]_FA18:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,786.7,597.5,12.77,7895.0,302,11.53,11915.0,FAD131,FAD131_M2,5xFAD,liver,FA18:1,TG(54:6),101,12.77,0.019999999999999574,1223.0,1041.0,5.48,20
[TG(54:6)]_FA18:1,12012023_FAD131_M4_5xFAD_liver_O3on_01,n-7,814.7,597.5,12.67,709.0,428,12.67,709.0,FAD131,FAD131_M4,5xFAD,liver,FA18:1,TG(54:6),97,12.67,0.08000000000000007,113.0,69.0,4.75,21
[TG(54:6)]_FA18:1,12012023_FAD131_M4_5xFAD_liver_O3on_01,n-9,786.7,597.5,12.73,4295.0,303,12.73,4295.0,FAD131,FAD131_M4,5xFAD,liver,FA18:1,TG(54:6),102,12.73,0.019999999999999574,465.0,328.0,4.75,21
[TG(54:6)]_FA18:1,12012023_FAD173_M1_5xFAD_liver_O3on_01,n-7,814.7,597.5,12.67,1020.0,429,12.67,1020.0,FAD173,FAD173_M1,5xFAD,liver,FA18:1,TG(54:6),98,12.67,0.08000000000000007,143.0,107.0,8.08,22
[TG(54:6)]_FA18:1,12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,786.7,597.5,12.77,7405.0,304,11.48,7542.0,FAD173,FAD173_M1,5xFAD,liver,FA18:1,TG(54:6),103,12.77,0.019999999999999574,1063.0,865.0,8.08,22
"[TG(55:10),TG(54:3)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-7,820.7,603.5,16.14,16109.0,455,16.14,16109.0,DOD73,DOD73_M2,5xFAD,liver,FA18:1,"TG(54:3), TG(55:10)",114,16.14,0.07000000000000028,1805.0,1564.0,10.51,23
"[TG(55:10),TG(54:3)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,792.7,603.5,16.19,130171.0,330,16.19,130171.0,DOD73,DOD73_M2,5xFAD,liver,FA18:1,"TG(54:3), TG(55:10)",119,16.19,0.019999999999999574,16907.0,16437.0,10.51,23
"[TG(55:10),TG(54:3)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-10,778.6,603.5,16.24,1124.0,261,15.13,2170.0,FAD131,FAD131_M1,5xFAD,liver,FA18:1,"TG(54:3), TG(55:10)",105,16.24,0.029999999999997584,93.0,79.0,7.21,24
"[TG(55:10),TG(54:3)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-12,750.6,603.5,16.02,142.0,146,14.2,2537.0,FAD131,FAD131_M1,5xFAD,liver,FA18:1,"TG(54:3), TG(55:10)",110,16.02,0.19000000000000128,24.0,6.0,7.21,24
"[TG(55:10),TG(54:3)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,820.7,603.5,16.18,43154.0,456,16.18,43154.0,FAD131,FAD131_M1,5xFAD,liver,FA18:1,"TG(54:3), TG(55:10)",115,16.18,0.030000000000001137,6259.0,5374.0,7.21,24
